,choice_set,choice
16336,"('C', 'E', 'F', 'G')",E
16337,"('B', 'C')",C
16338,"('A', 'F')",F
16339,"('A', 'B', 'D', 'G')",D
16340,"('B', 'C', 'F')",B
16341,"('B', 'E', 'F')",E
16342,"('A', 'F')",F
16343,"('A', 'B', 'E', 'G')",A
16344,"('F', 'G', 'I')",G
16345,"('C', 'D', 'F', 'H')",D
16346,"('D', 'E')",D
16347,"('G', 'I')",G
16348,"('D', 'E', 'G', 'I')",I
16349,"('C', 'G')",G
16350,"('F', 'G')",G
16351,"('E', 'F', 'H')",H
16352,"('A', 'B', 'G', 'I')",A
16353,"('C', 'F', 'H', 'I')",C
16354,"('D', 'I')",D
16355,"('A', 'G', 'H', 'I')",G
16356,"('B', 'H')",H
16357,"('D', 'E', 'H')",H
16358,"('F', 'H')",H
16359,"('A', 'B', 'D', 'G')",G
16360,"('F', 'I')",I
16361,"('D', 'G')",D
16362,"('D', 'E', 'H', 'I')",D
16363,"('E', 'F', 'H', 'I')",E
16364,"('C', 'G', 'H')",G
16365,"('C', 'G', 'H')",C
16366,"('A', 'E', 'I')",A
16367,"('A', 'C', 'D')",A
16368,"('C', 'G', 'H')",G
16369,"('A', 'B', 'F')",A
16370,"('C', 'D', 'F', 'I')",D
16371,"('A', 'F', 'G', 'H')",G
16372,"('A', 'D', 'F', 'I')",A
16373,"('B', 'I')",I
16374,"('A', 'B', 'G', 'I')",I
16375,"('E', 'F', 'H', 'I')",E
16376,"('D', 'E', 'G', 'I')",E
16377,"('D', 'F')",D
16378,"('B', 'H')",H
16379,"('A', 'D', 'E', 'H')",H
16380,"('F', 'G')",G
16381,"('A', 'C')",A
16382,"('G', 'I')",I
16383,"('B', 'C', 'G', 'I')",C
16384,"('A', 'E', 'G', 'H')",A
16385,"('B', 'C', 'D', 'I')",D
16386,"('C', 'D', 'F')",F
16387,"('B', 'D', 'E')",B
16388,"('A', 'B', 'D', 'G')",D
16389,"('A', 'B', 'E', 'I')",E
16390,"('A', 'B')",A
16391,"('B', 'I')",I
16392,"('B', 'D', 'H')",B
16393,"('A', 'I')",A
16394,"('B', 'G')",B
16395,"('B', 'E', 'I')",B
16396,"('D', 'H')",D
16397,"('B', 'C', 'H')",C
16398,"('C', 'G', 'H', 'I')",I
16399,"('A', 'D')",A
16400,"('B', 'F', 'H')",B
16401,"('B', 'G', 'I')",B
16402,"('E', 'I')",I
16403,"('E', 'F')",E
16404,"('C', 'F')",C
16405,"('A', 'E', 'G')",G
16406,"('D', 'E')",E
16407,"('B', 'E')",B
16408,"('A', 'D', 'H', 'I')",I
16409,"('C', 'D', 'G', 'H')",C
16410,"('B', 'F')",B
16411,"('A', 'C', 'F', 'G')",G
16412,"('C', 'I')",I
16413,"('B', 'F', 'G', 'I')",G
16414,"('B', 'C', 'F', 'G')",F
16415,"('C', 'H')",H
16416,"('E', 'F', 'H', 'I')",H
16417,"('D', 'G')",D
16418,"('D', 'H')",H
16419,"('A', 'B', 'C', 'I')",I
16420,"('C', 'F', 'G', 'H')",G
16421,"('B', 'D', 'G')",D
16422,"('A', 'H')",A
16423,"('E', 'H')",H
16424,"('C', 'G', 'H')",G
16425,"('E', 'I')",I
16426,"('B', 'D', 'H')",B
16427,"('D', 'I')",I
16428,"('B', 'C', 'F', 'H')",H
16429,"('A', 'B', 'E', 'F')",F
16430,"('A', 'D')",A
16431,"('A', 'D', 'F', 'G')",G
16432,"('A', 'C', 'G', 'I')",I
16433,"('B', 'E')",B
16434,"('E', 'F', 'I')",I
16435,"('A', 'C', 'G', 'H')",G
16436,"('A', 'B', 'H')",H
16437,"('G', 'H')",G
16438,"('C', 'H')",H
16439,"('F', 'G')",G
16440,"('A', 'G')",A
16441,"('A', 'B', 'D')",A
16442,"('B', 'G', 'H', 'I')",B
16443,"('A', 'B', 'E', 'G')",E
16444,"('F', 'G', 'H')",H
16445,"('D', 'E', 'G')",G
16446,"('B', 'C')",B
16447,"('A', 'D', 'G', 'I')",A
16448,"('E', 'H')",E
16449,"('A', 'E', 'I')",I
16450,"('F', 'I')",F
16451,"('B', 'E', 'F', 'G')",B
16452,"('A', 'D', 'H', 'I')",I
16453,"('B', 'D', 'F', 'G')",B
16454,"('A', 'E')",E
16455,"('D', 'H')",H
16456,"('D', 'G')",G
16457,"('D', 'E', 'G')",G
16458,"('A', 'C', 'D', 'F')",D
16459,"('C', 'F')",F
16460,"('B', 'G')",G
16461,"('E', 'I')",I
16462,"('B', 'I')",B
16463,"('B', 'D', 'I')",I
16464,"('A', 'B', 'G')",A
16465,"('A', 'I')",A
16466,"('B', 'D', 'G', 'I')",I
16467,"('B', 'C', 'D')",D
16468,"('A', 'H')",H
16469,"('A', 'C', 'E', 'F')",F
16470,"('A', 'B', 'E', 'I')",A
16471,"('B', 'I')",B
16472,"('B', 'F', 'H')",B
16473,"('B', 'D')",D
16474,"('D', 'G', 'H', 'I')",D
16475,"('A', 'H', 'I')",H
16476,"('B', 'D')",B
16477,"('A', 'C', 'D', 'H')",A
16478,"('A', 'B', 'F', 'H')",H
16479,"('C', 'D', 'E')",E
16480,"('B', 'C', 'F', 'H')",F
16481,"('D', 'H')",H
16482,"('D', 'E', 'I')",I
16483,"('B', 'F', 'G', 'I')",G
16484,"('B', 'F', 'G', 'H')",H
16485,"('B', 'G')",B
16486,"('B', 'D', 'H')",B
16487,"('A', 'B', 'G', 'I')",I
16488,"('F', 'G')",F
16489,"('D', 'E', 'G')",D
16490,"('F', 'H')",H
16491,"('A', 'H')",H
16492,"('A', 'F')",F
16493,"('A', 'E', 'F')",A
16494,"('A', 'E', 'F')",A
16495,"('A', 'B', 'E', 'H')",E
16496,"('E', 'F', 'H', 'I')",E
16497,"('E', 'I')",E
16498,"('D', 'I')",I
16499,"('D', 'F', 'G', 'I')",I
16500,"('E', 'F')",E
16501,"('B', 'D')",B
16502,"('A', 'I')",I
16503,"('E', 'G')",G
16504,"('A', 'B', 'C', 'I')",I
16505,"('D', 'I')",I
16506,"('A', 'B')",A
16507,"('B', 'D')",D
16508,"('E', 'F', 'G', 'H')",E
16509,"('B', 'D')",D
16510,"('A', 'B', 'F')",B
16511,"('D', 'H')",H
16512,"('A', 'E')",A
16513,"('A', 'I')",A
16514,"('C', 'E', 'F')",E
16515,"('A', 'G')",A
16516,"('B', 'C', 'D', 'G')",G
16517,"('C', 'F', 'G', 'I')",C
16518,"('B', 'F', 'G')",G
16519,"('E', 'H')",E
16520,"('G', 'H')",H
16521,"('D', 'F', 'G', 'H')",D
16522,"('A', 'E', 'F', 'G')",A
16523,"('A', 'B', 'F', 'I')",F
16524,"('A', 'E', 'G')",G
16525,"('A', 'D', 'F', 'I')",I
16526,"('B', 'F')",B
16527,"('A', 'B')",B
16528,"('B', 'G')",B
16529,"('B', 'C', 'H', 'I')",I
16530,"('B', 'G', 'H')",B
16531,"('G', 'H')",G
16532,"('D', 'H')",D
16533,"('E', 'F', 'G')",G
16534,"('C', 'D', 'E', 'H')",D
16535,"('C', 'H')",C
16536,"('B', 'D', 'E', 'G')",E
16537,"('B', 'E', 'G', 'H')",B
16538,"('D', 'G', 'I')",I
16539,"('E', 'F')",E
16540,"('F', 'H', 'I')",I
16541,"('B', 'C', 'D', 'G')",G
16542,"('B', 'G', 'I')",B
16543,"('F', 'H')",F
16544,"('A', 'C', 'D', 'F')",F
16545,"('B', 'C', 'E')",E
16546,"('A', 'D', 'I')",I
16547,"('B', 'D', 'G', 'I')",B
16548,"('A', 'B', 'G', 'H')",H
16549,"('D', 'F')",F
16550,"('A', 'D', 'E', 'I')",A
16551,"('A', 'B', 'D', 'G')",A
16552,"('B', 'H', 'I')",I
16553,"('F', 'I')",F
16554,"('B', 'C')",C
16555,"('A', 'B', 'C', 'E')",A
16556,"('B', 'E', 'I')",I
16557,"('A', 'E')",E
16558,"('A', 'B', 'G')",G
16559,"('A', 'D', 'F', 'H')",A
16560,"('A', 'C')",A
16561,"('A', 'C', 'E', 'G')",G
16562,"('B', 'G')",G
16563,"('C', 'F', 'G')",C
16564,"('A', 'F')",A
16565,"('B', 'C', 'D', 'E')",E
16566,"('B', 'F', 'I')",I
16567,"('B', 'C', 'E')",E
16568,"('D', 'G', 'H')",G
16569,"('E', 'F', 'H')",F
16570,"('A', 'C', 'D', 'H')",H
16571,"('A', 'D', 'H', 'I')",A
16572,"('A', 'C', 'G')",G
16573,"('B', 'H')",B
16574,"('E', 'H', 'I')",I
16575,"('E', 'G', 'H', 'I')",G
16576,"('E', 'G', 'I')",E
16577,"('B', 'D', 'H', 'I')",I
16578,"('D', 'I')",D
16579,"('B', 'E', 'F')",F
16580,"('B', 'C', 'I')",I
16581,"('E', 'G')",G
16582,"('A', 'E')",A
16583,"('D', 'F')",D
16584,"('A', 'E', 'G', 'H')",G
16585,"('B', 'E', 'H')",B
16586,"('C', 'E')",C
16587,"('B', 'C', 'D', 'H')",H
16588,"('C', 'G', 'H', 'I')",G
16589,"('C', 'I')",C
16590,"('B', 'C', 'F', 'G')",F
16591,"('E', 'I')",E
16592,"('B', 'D', 'G')",D
16593,"('E', 'F')",F
16594,"('A', 'C', 'F')",A
16595,"('A', 'B', 'E', 'G')",E
16596,"('B', 'G', 'I')",G
16597,"('H', 'I')",I
16598,"('A', 'B', 'F', 'I')",I
16599,"('A', 'C', 'E')",C
16600,"('B', 'D', 'G', 'I')",B
16601,"('A', 'C', 'D')",D
16602,"('A', 'B', 'D', 'F')",F
16603,"('A', 'E')",A
16604,"('A', 'E', 'F', 'I')",E
16605,"('D', 'G', 'I')",I
16606,"('A', 'H', 'I')",A
16607,"('D', 'G')",D
16608,"('B', 'D', 'H', 'I')",I
16609,"('D', 'E')",D
16610,"('D', 'E', 'H')",H
16611,"('B', 'D', 'E')",B
16612,"('A', 'E', 'F', 'H')",E
16613,"('A', 'E', 'H', 'I')",E
16614,"('A', 'D', 'G')",A
16615,"('B', 'H')",H
16616,"('B', 'D', 'E')",E
16617,"('B', 'E', 'I')",I
16618,"('A', 'B', 'H')",H
16619,"('C', 'H')",H
16620,"('A', 'B', 'E', 'H')",A
16621,"('B', 'F')",F
16622,"('B', 'G', 'H', 'I')",B
16623,"('A', 'I')",A
16624,"('B', 'F', 'I')",F
16625,"('C', 'I')",I
16626,"('A', 'B', 'D', 'F')",F
16627,"('C', 'D', 'H')",H
16628,"('E', 'I')",E
16629,"('G', 'H', 'I')",G
16630,"('A', 'B')",A
16631,"('A', 'B', 'C', 'G')",G
16632,"('B', 'G')",G
16633,"('B', 'H')",B
16634,"('C', 'G')",C
16635,"('F', 'I')",I
16636,"('D', 'F', 'H', 'I')",D
16637,"('B', 'C', 'F')",C
16638,"('A', 'H')",A
16639,"('B', 'E')",E
16640,"('A', 'F', 'I')",A
16641,"('G', 'H')",G
16642,"('B', 'C', 'I')",C
16643,"('C', 'G', 'I')",I
16644,"('A', 'E', 'G', 'H')",A
16645,"('D', 'F')",D
16646,"('A', 'B', 'G')",G
16647,"('A', 'C', 'F', 'H')",A
16648,"('A', 'B')",B
16649,"('B', 'E', 'F', 'G')",B
16650,"('B', 'D', 'E', 'I')",D
16651,"('A', 'H')",A
16652,"('C', 'G', 'H')",H
16653,"('C', 'I')",C
16654,"('B', 'F', 'H', 'I')",I
16655,"('D', 'H', 'I')",H
16656,"('D', 'G', 'H', 'I')",G
16657,"('C', 'D', 'F', 'I')",C
16658,"('B', 'C', 'H')",C
16659,"('A', 'G')",A
16660,"('H', 'I')",H
16661,"('A', 'B', 'D')",D
16662,"('B', 'E', 'G')",G
16663,"('A', 'B', 'C', 'D')",D
16664,"('A', 'B', 'F', 'G')",A
16665,"('A', 'D', 'F', 'H')",A
16666,"('B', 'I')",B
16667,"('D', 'G', 'I')",D
16668,"('A', 'C', 'E', 'H')",E
16669,"('A', 'C', 'I')",I
16670,"('C', 'D', 'F', 'H')",C
16671,"('H', 'I')",H
16672,"('A', 'C', 'D', 'F')",A
16673,"('C', 'D', 'F', 'I')",F
16674,"('C', 'D', 'I')",I
16675,"('C', 'E', 'G', 'I')",G
16676,"('D', 'F', 'H')",F
16677,"('F', 'I')",F
16678,"('B', 'D', 'E', 'F')",B
16679,"('B', 'D', 'F', 'I')",B
16680,"('C', 'E', 'F', 'I')",E
16681,"('D', 'I')",I
16682,"('B', 'C', 'F', 'I')",F
16683,"('E', 'I')",I
16684,"('A', 'C', 'F', 'H')",H
16685,"('D', 'E', 'H', 'I')",H
16686,"('B', 'C', 'F', 'H')",B
16687,"('B', 'C')",C
16688,"('C', 'E')",E
16689,"('C', 'I')",I
16690,"('B', 'G')",B
16691,"('C', 'D', 'I')",I
16692,"('C', 'F')",C
16693,"('A', 'E', 'F', 'H')",F
16694,"('G', 'H', 'I')",I
16695,"('C', 'D', 'E', 'G')",G
16696,"('G', 'H')",H
16697,"('B', 'D', 'H')",H
16698,"('E', 'F')",F
16699,"('A', 'E', 'F', 'H')",H
16700,"('A', 'F')",A
16701,"('F', 'G', 'H', 'I')",H
16702,"('E', 'G')",G
16703,"('C', 'H')",H
16704,"('D', 'I')",I
16705,"('A', 'I')",I
16706,"('C', 'F', 'H', 'I')",I
16707,"('B', 'F', 'I')",F
16708,"('B', 'C', 'D', 'G')",G
16709,"('A', 'F')",A
16710,"('C', 'F', 'H')",H
16711,"('A', 'D', 'I')",D
16712,"('E', 'G')",G
16713,"('A', 'F', 'H')",H
16714,"('A', 'B', 'E', 'G')",G
16715,"('D', 'H')",H
16716,"('E', 'F', 'H', 'I')",I
16717,"('A', 'B', 'F', 'G')",B
16718,"('B', 'H', 'I')",H
16719,"('B', 'H', 'I')",I
16720,"('B', 'C', 'F', 'H')",H
16721,"('A', 'C', 'H')",H
16722,"('C', 'E', 'I')",I
16723,"('E', 'F', 'G', 'I')",I
16724,"('A', 'C', 'G')",G
16725,"('B', 'E', 'F', 'G')",G
16726,"('B', 'D', 'G', 'H')",D
16727,"('H', 'I')",H
16728,"('G', 'H', 'I')",I
16729,"('E', 'G')",E
16730,"('A', 'G')",A
16731,"('B', 'F', 'H')",H
16732,"('A', 'C', 'E', 'G')",G
16733,"('A', 'B', 'D', 'I')",I
16734,"('B', 'E')",B
16735,"('B', 'F', 'H', 'I')",B
16736,"('C', 'D', 'E', 'G')",E
16737,"('A', 'H')",H
16738,"('A', 'F', 'G')",G
16739,"('E', 'G')",E
16740,"('E', 'I')",E
16741,"('B', 'E')",E
16742,"('B', 'C', 'D', 'E')",B
16743,"('B', 'C', 'I')",B
16744,"('C', 'G')",C
16745,"('H', 'I')",I
16746,"('F', 'I')",F
16747,"('E', 'H', 'I')",H
16748,"('D', 'E', 'F')",E
16749,"('B', 'C', 'F', 'I')",B
16750,"('C', 'H', 'I')",H
16751,"('A', 'D', 'E')",E
16752,"('C', 'F', 'G', 'I')",C
16753,"('A', 'F', 'H', 'I')",A
16754,"('B', 'G')",B
16755,"('C', 'D', 'F', 'G')",D
16756,"('A', 'D', 'G')",G
16757,"('C', 'E', 'F')",F
16758,"('A', 'F', 'H', 'I')",F
16759,"('C', 'H')",H
16760,"('D', 'F', 'G')",D
16761,"('B', 'D', 'H', 'I')",H
16762,"('A', 'F', 'I')",I
16763,"('A', 'F', 'G', 'I')",I
16764,"('E', 'F', 'G')",E
16765,"('A', 'D', 'F', 'G')",D
16766,"('D', 'F', 'I')",D
16767,"('A', 'C', 'F')",A
16768,"('C', 'G')",C
16769,"('C', 'D', 'E', 'F')",D
16770,"('D', 'H')",D
16771,"('B', 'F', 'G', 'H')",B
16772,"('A', 'C')",A
16773,"('B', 'G')",G
16774,"('A', 'C')",A
16775,"('B', 'G', 'H')",G
16776,"('B', 'C', 'G', 'I')",I
16777,"('B', 'C', 'F', 'I')",B
16778,"('C', 'D', 'H')",H
16779,"('A', 'E', 'H', 'I')",A
16780,"('B', 'C', 'E', 'I')",C
16781,"('F', 'I')",F
16782,"('D', 'F')",F
16783,"('A', 'B', 'G', 'I')",A
16784,"('B', 'C', 'E', 'H')",E
16785,"('D', 'F')",D
16786,"('C', 'F', 'G')",F
16787,"('A', 'D', 'E')",A
16788,"('E', 'G', 'H')",E
16789,"('A', 'D', 'E', 'F')",E
16790,"('A', 'C', 'H')",A
16791,"('A', 'G', 'H')",G
16792,"('A', 'C', 'F', 'H')",H
16793,"('B', 'F', 'G')",F
16794,"('A', 'B', 'C', 'I')",I
16795,"('A', 'B', 'C', 'I')",I
16796,"('F', 'H', 'I')",H
16797,"('C', 'F', 'I')",I
16798,"('A', 'C', 'D', 'H')",D
16799,"('A', 'I')",A
16800,"('B', 'C', 'D', 'E')",D
16801,"('B', 'D', 'H')",H
16802,"('B', 'D', 'E')",D
16803,"('B', 'C', 'G')",B
16804,"('B', 'E', 'I')",I
16805,"('B', 'E', 'I')",I
16806,"('B', 'G', 'I')",G
16807,"('A', 'H')",A
16808,"('B', 'F', 'G')",G
16809,"('C', 'D', 'E', 'F')",E
16810,"('F', 'H')",H
16811,"('A', 'B', 'G')",A
16812,"('B', 'G', 'H', 'I')",B
16813,"('C', 'G')",G
16814,"('B', 'C')",B
16815,"('E', 'F', 'G', 'H')",G
16816,"('A', 'D', 'H')",H
16817,"('C', 'G', 'I')",G
16818,"('C', 'D', 'G')",G
16819,"('D', 'H', 'I')",D
16820,"('E', 'G')",E
16821,"('A', 'D', 'E', 'F')",E
16822,"('F', 'I')",F
16823,"('D', 'E', 'H', 'I')",I
16824,"('F', 'G', 'H', 'I')",G
16825,"('A', 'G', 'H', 'I')",G
16826,"('B', 'D', 'F', 'H')",B
16827,"('E', 'H')",E
16828,"('C', 'E', 'F', 'H')",E
16829,"('D', 'F', 'G')",D
16830,"('A', 'B', 'G', 'I')",I
16831,"('E', 'F')",E
16832,"('B', 'D')",B
16833,"('B', 'C', 'E', 'G')",E
16834,"('C', 'E', 'G', 'I')",C
16835,"('E', 'F')",F
16836,"('B', 'E', 'H')",B
16837,"('B', 'C')",C
16838,"('F', 'G', 'H', 'I')",G
16839,"('E', 'G', 'H')",G
16840,"('A', 'E')",E
16841,"('B', 'E', 'I')",B
16842,"('A', 'B', 'D', 'H')",A
16843,"('E', 'F', 'G', 'I')",E
16844,"('C', 'G', 'H', 'I')",C
16845,"('B', 'C', 'E', 'G')",G
16846,"('H', 'I')",H
16847,"('F', 'I')",I
16848,"('B', 'E')",E
16849,"('C', 'F')",C
16850,"('B', 'F', 'H')",H
16851,"('C', 'D', 'E', 'F')",C
16852,"('F', 'G')",F
16853,"('B', 'G')",G
16854,"('D', 'H', 'I')",I
16855,"('D', 'G', 'I')",I
16856,"('C', 'D', 'G', 'I')",I
16857,"('B', 'G')",B
16858,"('A', 'C', 'G', 'H')",C
16859,"('A', 'E', 'H', 'I')",E
16860,"('A', 'B', 'E', 'F')",A
16861,"('A', 'B', 'C', 'D')",A
16862,"('C', 'F')",F
16863,"('F', 'G', 'H')",G
16864,"('A', 'H')",H
16865,"('B', 'C', 'G', 'H')",H
16866,"('A', 'B')",A
16867,"('C', 'I')",I
16868,"('A', 'F')",F
16869,"('C', 'E')",C
16870,"('F', 'I')",I
16871,"('F', 'H')",F
16872,"('B', 'E', 'H')",E
16873,"('B', 'D', 'F', 'G')",G
16874,"('B', 'D', 'H', 'I')",B
16875,"('H', 'I')",H
16876,"('A', 'D', 'G', 'I')",D
16877,"('A', 'B', 'C', 'G')",A
16878,"('B', 'H')",B
16879,"('D', 'H')",D
16880,"('D', 'E', 'G', 'I')",G
16881,"('A', 'C', 'D', 'E')",E
16882,"('B', 'D', 'F', 'I')",B
16883,"('B', 'F')",F
16884,"('A', 'H')",H
16885,"('D', 'G')",G
16886,"('F', 'H', 'I')",F
16887,"('F', 'I')",F
16888,"('A', 'E', 'G', 'H')",H
16889,"('A', 'D', 'E', 'F')",A
16890,"('B', 'D', 'E', 'F')",E
16891,"('B', 'E', 'G')",E
16892,"('B', 'E')",B
16893,"('A', 'B', 'H')",A
16894,"('A', 'B', 'D')",D
16895,"('C', 'D', 'E', 'G')",E
16896,"('D', 'F', 'G')",D
16897,"('A', 'B', 'D', 'F')",F
16898,"('B', 'H')",H
16899,"('A', 'B', 'G', 'H')",H
16900,"('B', 'D', 'E', 'F')",B
16901,"('A', 'G')",G
16902,"('A', 'C')",C
16903,"('A', 'B', 'G', 'H')",H
16904,"('A', 'B')",A
16905,"('B', 'E', 'F')",F
16906,"('B', 'C', 'H')",C
16907,"('C', 'D')",C
16908,"('B', 'D', 'G')",B
16909,"('F', 'H', 'I')",I
16910,"('B', 'C', 'D', 'H')",D
16911,"('E', 'H')",H
16912,"('E', 'G', 'H', 'I')",E
16913,"('E', 'G', 'H')",G
16914,"('A', 'G')",G
16915,"('D', 'F', 'G', 'H')",D
16916,"('C', 'E', 'H', 'I')",E
16917,"('C', 'E', 'G', 'I')",G
16918,"('A', 'D', 'F')",D
16919,"('B', 'D', 'E', 'H')",E
16920,"('F', 'I')",F
16921,"('A', 'G', 'I')",A
16922,"('F', 'G')",G
16923,"('A', 'C', 'F', 'G')",G
16924,"('A', 'D', 'F', 'H')",D
16925,"('F', 'H', 'I')",F
16926,"('C', 'D')",D
16927,"('B', 'G')",G
16928,"('G', 'I')",G
16929,"('C', 'D', 'H', 'I')",I
16930,"('A', 'G')",A
16931,"('F', 'H', 'I')",F
16932,"('G', 'H')",H
16933,"('D', 'F', 'G', 'I')",D
16934,"('C', 'E', 'F')",C
16935,"('A', 'D', 'E', 'I')",E
16936,"('D', 'F', 'H')",F
16937,"('A', 'B', 'F', 'H')",F
16938,"('E', 'F', 'H')",F
16939,"('A', 'C', 'G', 'H')",C
16940,"('A', 'D', 'G', 'I')",D
16941,"('F', 'G')",F
16942,"('C', 'E')",C
16943,"('B', 'C', 'F')",F
16944,"('B', 'D')",B
16945,"('C', 'D', 'I')",I
16946,"('A', 'B', 'F')",A
16947,"('A', 'C', 'D', 'G')",D
16948,"('H', 'I')",H
16949,"('D', 'G', 'I')",G
16950,"('B', 'I')",I
16951,"('B', 'C', 'F', 'G')",C
16952,"('C', 'D', 'G', 'I')",C
16953,"('D', 'I')",I
16954,"('B', 'G')",G
16955,"('A', 'E')",A
16956,"('A', 'D', 'F')",A
16957,"('F', 'H')",H
16958,"('G', 'H')",H
16959,"('C', 'G')",C
16960,"('C', 'D', 'E')",E
16961,"('D', 'F')",F
16962,"('C', 'D', 'I')",I
16963,"('A', 'H')",A
16964,"('A', 'B', 'D')",A
16965,"('B', 'F', 'I')",F
16966,"('A', 'C', 'D', 'G')",D
16967,"('B', 'E', 'G', 'H')",E
16968,"('H', 'I')",I
16969,"('C', 'D', 'E')",D
16970,"('D', 'F', 'G')",D
16971,"('B', 'E', 'H', 'I')",E
16972,"('C', 'F')",C
16973,"('B', 'C', 'E', 'H')",E
16974,"('B', 'C', 'D', 'E')",B
16975,"('G', 'H', 'I')",G
16976,"('A', 'C', 'H')",A
16977,"('C', 'E')",E
16978,"('E', 'F', 'I')",E
16979,"('D', 'G')",D
16980,"('B', 'D', 'H')",B
16981,"('F', 'I')",I
16982,"('B', 'E', 'F')",F
16983,"('A', 'C', 'F')",F
16984,"('C', 'D', 'E', 'H')",H
16985,"('A', 'D', 'I')",D
16986,"('G', 'I')",G
16987,"('C', 'D')",C
16988,"('D', 'G', 'H')",D
16989,"('C', 'F', 'H', 'I')",I
16990,"('B', 'C', 'F')",C
16991,"('E', 'I')",I
16992,"('C', 'D', 'H', 'I')",C
16993,"('B', 'G')",B
16994,"('D', 'G', 'H', 'I')",G
16995,"('G', 'I')",G
16996,"('A', 'E', 'G', 'I')",I
16997,"('C', 'D', 'G', 'H')",C
16998,"('A', 'B')",B
16999,"('C', 'I')",I
17000,"('C', 'D', 'F')",D
17001,"('C', 'F', 'H', 'I')",H
17002,"('B', 'F', 'I')",I
17003,"('B', 'E', 'G', 'I')",E
17004,"('A', 'G')",G
17005,"('B', 'C', 'F', 'G')",B
17006,"('D', 'F', 'H')",D
17007,"('D', 'F', 'G', 'I')",G
17008,"('E', 'G')",G
17009,"('D', 'E', 'I')",I
17010,"('G', 'I')",G
17011,"('A', 'B', 'E', 'H')",H
17012,"('E', 'F', 'I')",I
17013,"('C', 'G', 'I')",C
17014,"('C', 'E', 'F')",F
17015,"('B', 'C', 'D')",C
17016,"('B', 'E', 'F', 'I')",I
17017,"('F', 'I')",I
17018,"('B', 'F', 'H')",B
17019,"('A', 'C', 'E', 'G')",G
17020,"('C', 'E', 'G')",E
17021,"('E', 'H', 'I')",H
17022,"('C', 'E', 'H')",E
17023,"('F', 'G')",G
17024,"('D', 'F')",F
17025,"('A', 'B')",A
17026,"('A', 'I')",I
17027,"('E', 'H')",E
17028,"('B', 'G', 'H')",B
17029,"('B', 'I')",I
17030,"('B', 'E', 'F')",E
17031,"('A', 'F')",F
17032,"('E', 'F')",E
17033,"('G', 'H')",G
17034,"('C', 'D', 'I')",D
17035,"('D', 'F', 'G')",D
17036,"('A', 'B', 'E', 'H')",H
17037,"('A', 'H', 'I')",I
17038,"('A', 'F')",F
17039,"('A', 'B', 'E', 'G')",G
17040,"('A', 'B', 'G')",G
17041,"('D', 'H')",D
17042,"('A', 'D', 'H', 'I')",I
17043,"('A', 'D', 'G', 'H')",A
17044,"('B', 'C')",C
17045,"('A', 'B', 'F')",F
17046,"('A', 'F')",F
17047,"('A', 'C', 'E', 'F')",E
17048,"('F', 'I')",I
17049,"('A', 'C', 'E', 'G')",E
17050,"('B', 'C', 'D', 'E')",B
17051,"('A', 'G')",G
17052,"('F', 'H')",H
17053,"('A', 'B', 'F')",F
17054,"('A', 'I')",I
17055,"('B', 'F')",F
17056,"('A', 'G', 'I')",A
17057,"('E', 'F')",F
17058,"('A', 'F')",F
17059,"('F', 'G', 'I')",F
17060,"('B', 'F', 'H')",B
17061,"('F', 'G')",G
17062,"('E', 'F')",E
17063,"('A', 'B', 'E', 'H')",H
17064,"('A', 'D', 'I')",I
17065,"('B', 'C', 'D', 'G')",D
17066,"('B', 'G', 'I')",B
17067,"('A', 'B', 'C', 'F')",F
17068,"('B', 'G', 'I')",B
17069,"('A', 'B')",B
17070,"('B', 'C', 'I')",I
17071,"('A', 'B', 'C', 'E')",A
17072,"('A', 'D', 'I')",I
17073,"('D', 'H')",D
17074,"('A', 'B', 'E', 'I')",I
17075,"('A', 'B', 'H', 'I')",A
17076,"('A', 'B', 'E', 'G')",E
17077,"('C', 'E')",E
17078,"('B', 'C')",C
17079,"('D', 'F', 'H')",D
17080,"('D', 'F', 'H')",D
17081,"('D', 'E', 'G')",G
17082,"('C', 'D', 'F')",F
17083,"('A', 'F')",F
17084,"('D', 'G')",G
17085,"('B', 'C', 'D')",D
17086,"('A', 'B', 'D', 'I')",I
17087,"('A', 'B', 'C', 'D')",B
17088,"('D', 'H')",H
17089,"('C', 'D', 'E', 'G')",C
17090,"('C', 'H')",C
17091,"('B', 'D', 'H')",H
17092,"('D', 'I')",I
17093,"('B', 'E')",B
17094,"('F', 'I')",I
17095,"('B', 'F', 'H')",B
17096,"('A', 'B', 'C', 'G')",G
17097,"('A', 'I')",I
17098,"('C', 'E', 'F', 'H')",E
17099,"('A', 'C', 'E', 'I')",I
17100,"('C', 'F', 'H', 'I')",C
17101,"('C', 'F', 'H')",C
17102,"('C', 'D', 'G', 'H')",C
17103,"('A', 'B', 'C', 'I')",C
17104,"('D', 'E', 'H', 'I')",D
17105,"('B', 'I')",B
17106,"('B', 'C', 'G', 'I')",B
17107,"('C', 'E', 'F', 'G')",E
17108,"('A', 'G')",A
17109,"('B', 'H')",B
17110,"('D', 'E')",E
17111,"('D', 'E', 'F', 'H')",H
17112,"('C', 'E', 'I')",C
17113,"('A', 'B', 'F')",F
17114,"('D', 'G')",G
17115,"('D', 'F', 'H', 'I')",F
17116,"('E', 'F')",F
17117,"('A', 'B', 'C', 'D')",A
