,choice_set,choice
4196,"('B', 'C', 'D')",D
4197,"('E', 'F', 'G', 'H')",F
4198,"('C', 'H', 'I')",I
4199,"('C', 'H', 'I')",C
4200,"('B', 'C', 'E', 'G')",E
4201,"('C', 'G')",G
4202,"('B', 'C', 'D', 'E')",B
4203,"('D', 'E', 'F', 'G')",F
4204,"('D', 'E', 'H')",H
4205,"('B', 'E', 'F')",E
4206,"('B', 'E')",E
4207,"('A', 'G')",A
4208,"('B', 'G')",G
4209,"('E', 'F', 'H', 'I')",H
4210,"('H', 'I')",H
4211,"('A', 'C', 'G', 'I')",A
4212,"('A', 'E')",E
4213,"('E', 'F')",F
4214,"('A', 'C', 'D', 'I')",D
4215,"('A', 'D', 'F')",F
4216,"('D', 'I')",D
4217,"('E', 'F', 'G')",E
4218,"('C', 'E', 'G')",C
4219,"('D', 'E', 'H')",D
4220,"('A', 'D')",A
4221,"('A', 'G', 'H', 'I')",G
4222,"('D', 'F', 'G', 'H')",D
4223,"('A', 'B', 'C', 'G')",B
4224,"('A', 'E', 'G')",G
4225,"('A', 'D', 'E')",D
4226,"('D', 'E')",D
4227,"('A', 'G')",A
4228,"('D', 'F', 'G', 'I')",I
4229,"('C', 'D', 'E', 'F')",F
4230,"('B', 'G')",G
4231,"('D', 'E', 'G', 'I')",E
4232,"('D', 'I')",D
4233,"('B', 'F')",B
4234,"('C', 'F', 'I')",F
4235,"('A', 'D', 'F', 'G')",F
4236,"('A', 'B', 'E', 'H')",H
4237,"('C', 'D', 'H')",D
4238,"('A', 'I')",A
4239,"('E', 'G')",G
4240,"('A', 'F', 'H')",H
4241,"('B', 'G', 'I')",G
4242,"('B', 'G', 'H', 'I')",G
4243,"('B', 'G')",G
4244,"('D', 'F', 'G', 'H')",H
4245,"('B', 'E', 'H', 'I')",E
4246,"('C', 'D', 'F')",F
4247,"('A', 'C', 'D', 'F')",F
4248,"('B', 'C', 'D')",C
4249,"('E', 'F', 'G', 'I')",E
4250,"('B', 'H', 'I')",H
4251,"('C', 'E', 'G')",G
4252,"('B', 'D', 'E', 'F')",D
4253,"('A', 'D', 'F', 'G')",D
4254,"('A', 'B', 'C', 'G')",G
4255,"('D', 'H', 'I')",H
4256,"('A', 'C', 'D', 'F')",F
4257,"('B', 'D', 'E', 'F')",F
4258,"('H', 'I')",I
4259,"('F', 'G')",F
4260,"('C', 'G', 'H')",H
4261,"('A', 'E', 'H')",A
4262,"('C', 'F')",F
4263,"('A', 'B', 'C', 'E')",E
4264,"('A', 'C', 'G')",A
4265,"('D', 'F', 'H')",F
4266,"('D', 'E', 'H')",E
4267,"('B', 'D', 'H', 'I')",B
4268,"('B', 'E', 'H', 'I')",H
4269,"('A', 'F')",A
4270,"('A', 'F', 'I')",F
4271,"('A', 'H', 'I')",H
4272,"('C', 'E')",C
4273,"('D', 'G', 'H')",D
4274,"('A', 'E', 'G', 'I')",E
4275,"('E', 'F', 'H')",E
4276,"('E', 'H')",E
4277,"('E', 'H')",E
4278,"('F', 'G')",F
4279,"('B', 'E')",B
4280,"('C', 'E', 'G')",C
4281,"('D', 'H')",D
4282,"('A', 'C', 'F')",F
4283,"('A', 'C', 'E')",E
4284,"('B', 'C', 'E', 'I')",B
4285,"('D', 'E', 'F', 'I')",F
4286,"('A', 'G')",G
4287,"('A', 'C', 'H')",A
4288,"('C', 'D', 'H')",D
4289,"('B', 'E', 'G')",E
4290,"('B', 'D', 'I')",B
4291,"('D', 'F')",F
4292,"('G', 'H')",G
4293,"('D', 'I')",I
4294,"('B', 'F')",B
4295,"('D', 'E')",E
4296,"('B', 'E', 'F', 'H')",F
4297,"('B', 'E', 'F', 'G')",F
4298,"('A', 'C', 'I')",C
4299,"('B', 'D')",D
4300,"('A', 'D', 'E', 'G')",D
4301,"('B', 'D')",D
4302,"('E', 'G', 'H')",G
4303,"('A', 'B', 'E', 'G')",G
4304,"('A', 'F', 'I')",F
4305,"('C', 'D', 'E', 'I')",D
4306,"('D', 'E')",E
4307,"('D', 'F', 'I')",D
4308,"('B', 'C', 'D', 'F')",B
4309,"('A', 'F', 'G', 'H')",H
4310,"('A', 'C', 'F', 'H')",F
4311,"('F', 'H')",F
4312,"('D', 'F', 'H')",F
4313,"('A', 'C')",A
4314,"('F', 'H', 'I')",F
4315,"('A', 'B', 'C', 'E')",B
4316,"('C', 'E')",E
4317,"('B', 'E', 'F', 'I')",F
4318,"('B', 'E', 'G', 'I')",B
4319,"('A', 'D', 'G')",G
4320,"('A', 'D')",D
4321,"('A', 'E')",A
4322,"('C', 'E', 'H', 'I')",H
4323,"('A', 'E', 'H')",A
4324,"('A', 'F', 'G')",F
4325,"('D', 'F', 'G')",G
4326,"('F', 'G', 'H', 'I')",F
4327,"('B', 'C', 'I')",B
4328,"('A', 'C', 'F', 'I')",A
4329,"('A', 'E', 'H')",E
4330,"('A', 'C', 'G')",A
4331,"('B', 'D', 'E', 'I')",E
4332,"('B', 'C', 'D', 'F')",F
4333,"('A', 'C', 'D', 'F')",C
4334,"('A', 'D', 'E', 'F')",D
4335,"('B', 'C', 'G', 'H')",B
4336,"('C', 'D', 'H', 'I')",I
4337,"('D', 'E', 'F', 'H')",E
4338,"('B', 'C', 'F', 'G')",G
4339,"('D', 'E', 'G', 'I')",G
4340,"('D', 'E', 'F', 'G')",F
4341,"('A', 'D', 'E', 'F')",D
4342,"('A', 'B', 'E')",E
4343,"('A', 'B', 'D', 'I')",D
4344,"('C', 'D', 'F', 'G')",C
4345,"('B', 'C', 'D')",D
4346,"('E', 'G')",G
4347,"('E', 'F', 'H')",H
4348,"('E', 'H')",E
4349,"('B', 'C')",B
4350,"('B', 'D', 'G')",G
4351,"('D', 'F')",F
4352,"('C', 'E', 'F')",E
4353,"('E', 'I')",E
4354,"('A', 'C', 'F', 'G')",C
4355,"('C', 'D')",C
4356,"('C', 'I')",C
4357,"('D', 'E', 'F', 'I')",F
4358,"('C', 'H', 'I')",C
4359,"('B', 'G')",G
4360,"('B', 'C', 'H', 'I')",H
4361,"('F', 'I')",F
4362,"('A', 'B', 'C', 'E')",E
4363,"('D', 'F', 'I')",D
4364,"('E', 'H')",H
4365,"('E', 'G')",E
4366,"('A', 'B', 'C')",A
4367,"('C', 'D', 'G')",C
4368,"('B', 'E')",E
4369,"('C', 'D', 'E')",E
4370,"('A', 'B', 'C')",A
4371,"('B', 'D')",B
4372,"('A', 'H', 'I')",A
4373,"('B', 'G', 'I')",G
4374,"('E', 'F', 'G')",G
4375,"('A', 'D', 'G')",D
4376,"('E', 'F', 'I')",E
4377,"('C', 'E')",E
4378,"('B', 'D', 'E')",E
4379,"('B', 'C', 'E', 'I')",B
4380,"('C', 'D', 'F')",D
4381,"('B', 'D', 'F', 'I')",F
4382,"('E', 'F', 'H')",F
4383,"('B', 'E', 'F', 'H')",H
4384,"('A', 'E', 'I')",I
4385,"('D', 'F', 'G')",D
4386,"('B', 'D', 'H')",H
4387,"('C', 'H')",C
4388,"('B', 'C', 'F')",B
4389,"('A', 'E', 'G')",G
4390,"('B', 'C')",B
4391,"('B', 'E', 'G')",G
4392,"('A', 'C', 'I')",C
4393,"('E', 'G')",E
4394,"('B', 'F')",B
4395,"('F', 'G', 'I')",F
4396,"('B', 'D', 'G', 'I')",I
4397,"('A', 'B', 'D', 'E')",A
4398,"('C', 'I')",C
4399,"('B', 'H', 'I')",I
4400,"('D', 'E', 'F', 'I')",F
4401,"('A', 'G', 'I')",G
4402,"('D', 'I')",I
4403,"('A', 'D', 'H', 'I')",D
4404,"('B', 'E')",E
4405,"('D', 'E', 'F', 'H')",E
4406,"('D', 'G', 'I')",I
4407,"('D', 'G')",G
4408,"('A', 'B', 'G')",G
4409,"('B', 'D')",B
4410,"('F', 'H', 'I')",F
4411,"('A', 'E', 'G', 'I')",G
4412,"('B', 'E', 'I')",I
4413,"('D', 'F')",F
4414,"('B', 'E', 'H')",E
4415,"('F', 'G', 'H', 'I')",F
4416,"('H', 'I')",H
4417,"('A', 'B', 'C', 'H')",B
4418,"('B', 'C', 'I')",B
4419,"('A', 'B', 'F', 'I')",A
4420,"('B', 'F')",F
4421,"('B', 'C', 'F', 'H')",B
4422,"('C', 'H', 'I')",I
4423,"('B', 'D', 'F', 'H')",B
4424,"('A', 'C', 'G', 'I')",G
4425,"('E', 'I')",E
4426,"('A', 'B', 'G', 'I')",G
4427,"('B', 'F', 'H')",F
4428,"('C', 'D', 'F', 'G')",G
4429,"('A', 'G', 'H')",A
4430,"('C', 'E', 'H', 'I')",H
4431,"('E', 'H', 'I')",E
4432,"('C', 'I')",C
4433,"('A', 'C', 'E', 'G')",C
4434,"('B', 'D', 'G', 'H')",G
4435,"('E', 'I')",E
4436,"('D', 'G', 'H')",D
4437,"('A', 'C', 'H')",C
4438,"('A', 'I')",A
4439,"('D', 'F', 'H')",H
4440,"('B', 'C')",B
4441,"('C', 'E', 'G')",G
4442,"('A', 'B', 'F', 'G')",F
4443,"('B', 'C')",C
4444,"('A', 'F', 'H', 'I')",F
4445,"('B', 'D', 'E', 'F')",B
4446,"('G', 'H')",G
4447,"('D', 'E', 'G')",G
4448,"('A', 'G')",G
4449,"('A', 'I')",A
4450,"('A', 'C', 'G', 'H')",A
4451,"('B', 'D')",B
4452,"('D', 'G')",G
4453,"('A', 'I')",A
4454,"('E', 'G', 'H', 'I')",H
4455,"('C', 'F', 'I')",C
4456,"('B', 'E', 'I')",E
4457,"('C', 'D', 'E', 'F')",D
4458,"('A', 'B')",B
4459,"('B', 'E', 'F', 'G')",F
4460,"('B', 'E')",E
4461,"('A', 'H')",A
4462,"('A', 'D', 'H', 'I')",D
4463,"('A', 'B', 'H')",H
4464,"('C', 'G', 'H')",C
4465,"('B', 'C', 'E', 'G')",B
4466,"('F', 'I')",F
4467,"('C', 'D', 'F')",D
4468,"('B', 'C', 'I')",I
4469,"('B', 'F')",B
4470,"('D', 'E', 'I')",E
4471,"('C', 'E', 'I')",E
4472,"('A', 'D', 'E', 'H')",E
4473,"('D', 'E', 'G')",G
4474,"('A', 'B', 'H')",A
4475,"('A', 'C', 'G', 'H')",A
4476,"('B', 'I')",B
4477,"('F', 'G')",F
4478,"('C', 'D', 'F')",F
4479,"('A', 'B', 'C', 'H')",C
4480,"('B', 'I')",B
4481,"('C', 'D', 'F', 'H')",H
4482,"('B', 'C')",B
4483,"('B', 'C', 'I')",B
4484,"('C', 'D', 'F', 'H')",H
4485,"('D', 'G', 'H')",G
4486,"('A', 'H', 'I')",H
4487,"('C', 'I')",C
4488,"('A', 'B', 'E', 'G')",A
4489,"('B', 'C', 'D', 'F')",B
4490,"('A', 'C')",A
4491,"('D', 'F', 'I')",I
4492,"('A', 'D', 'E')",E
4493,"('C', 'D', 'E', 'F')",F
4494,"('A', 'D')",D
4495,"('C', 'D', 'F', 'I')",D
4496,"('D', 'H')",D
4497,"('B', 'G')",G
4498,"('A', 'F', 'H', 'I')",I
4499,"('G', 'H')",G
4500,"('C', 'G', 'H', 'I')",H
4501,"('A', 'B', 'C', 'F')",F
4502,"('A', 'D', 'E', 'F')",E
4503,"('A', 'B')",B
4504,"('E', 'F')",F
4505,"('B', 'D')",D
4506,"('A', 'B', 'I')",A
4507,"('B', 'C', 'E', 'H')",B
4508,"('B', 'H')",H
4509,"('B', 'E', 'I')",E
4510,"('B', 'C', 'I')",B
4511,"('A', 'D', 'E', 'H')",D
4512,"('A', 'C', 'D', 'G')",G
4513,"('A', 'C', 'G')",G
4514,"('G', 'H', 'I')",G
4515,"('A', 'C', 'E')",E
4516,"('C', 'D', 'F', 'I')",C
4517,"('A', 'C', 'H')",H
4518,"('D', 'E')",D
4519,"('A', 'B', 'G', 'I')",A
4520,"('F', 'G', 'H')",F
4521,"('A', 'D', 'H')",D
4522,"('A', 'B', 'D', 'G')",B
4523,"('A', 'G', 'I')",A
4524,"('A', 'F', 'H')",A
4525,"('A', 'F', 'I')",F
4526,"('A', 'E', 'F', 'G')",F
4527,"('D', 'F', 'H')",F
4528,"('B', 'E', 'I')",B
4529,"('C', 'F', 'G', 'I')",F
4530,"('E', 'F', 'H')",F
4531,"('D', 'H', 'I')",D
4532,"('C', 'F', 'H')",F
4533,"('A', 'E', 'F', 'G')",G
4534,"('C', 'I')",C
4535,"('D', 'H')",D
4536,"('B', 'C', 'E')",E
4537,"('A', 'D', 'E', 'H')",E
4538,"('A', 'B', 'I')",A
4539,"('B', 'C', 'E', 'I')",E
4540,"('B', 'E')",E
4541,"('H', 'I')",H
4542,"('F', 'I')",F
4543,"('A', 'I')",A
4544,"('E', 'F')",E
4545,"('A', 'H')",H
4546,"('A', 'D', 'G', 'H')",D
4547,"('A', 'B', 'F')",A
4548,"('E', 'I')",E
4549,"('A', 'C', 'F')",F
4550,"('D', 'E')",E
4551,"('E', 'F')",F
4552,"('A', 'C')",A
4553,"('F', 'I')",F
4554,"('A', 'C', 'D', 'G')",G
4555,"('A', 'H', 'I')",I
4556,"('D', 'F')",F
4557,"('E', 'G', 'H')",E
4558,"('B', 'C', 'E', 'I')",I
4559,"('E', 'H')",E
4560,"('B', 'E', 'G')",G
4561,"('D', 'H')",D
4562,"('C', 'H', 'I')",C
4563,"('C', 'F', 'H')",C
4564,"('D', 'I')",D
4565,"('A', 'G', 'H')",H
4566,"('F', 'H')",F
4567,"('B', 'C', 'G')",C
4568,"('C', 'F', 'G')",F
4569,"('C', 'I')",C
4570,"('B', 'D', 'I')",D
4571,"('A', 'E')",E
4572,"('C', 'F', 'G')",F
4573,"('B', 'G')",B
4574,"('B', 'D', 'F', 'I')",I
4575,"('B', 'E', 'F', 'G')",F
4576,"('A', 'E', 'G', 'H')",A
4577,"('A', 'B', 'F', 'G')",B
4578,"('C', 'D', 'E', 'H')",D
4579,"('D', 'E', 'F', 'G')",F
4580,"('B', 'H')",B
4581,"('C', 'G', 'H', 'I')",G
4582,"('B', 'H')",H
4583,"('C', 'D')",D
4584,"('D', 'G')",G
4585,"('C', 'E')",C
4586,"('F', 'G')",F
4587,"('B', 'C', 'H', 'I')",I
4588,"('B', 'G')",B
4589,"('A', 'E', 'F', 'G')",E
4590,"('B', 'E', 'I')",I
4591,"('B', 'G', 'H')",G
4592,"('C', 'D')",C
4593,"('B', 'G')",G
4594,"('B', 'F', 'H')",F
4595,"('C', 'E')",C
4596,"('G', 'H')",G
4597,"('D', 'E')",E
4598,"('A', 'I')",A
4599,"('B', 'F', 'I')",F
4600,"('B', 'F', 'I')",F
4601,"('G', 'H')",G
4602,"('B', 'E', 'H', 'I')",H
4603,"('C', 'D', 'E', 'G')",G
4604,"('F', 'G')",G
4605,"('E', 'H')",E
4606,"('C', 'E', 'F', 'G')",F
4607,"('A', 'F')",A
4608,"('B', 'E', 'G')",B
4609,"('A', 'I')",A
4610,"('E', 'F')",F
4611,"('E', 'I')",I
4612,"('C', 'D', 'F')",F
4613,"('B', 'F', 'I')",F
4614,"('B', 'D', 'F')",B
4615,"('E', 'F', 'G', 'H')",F
4616,"('C', 'F', 'G')",C
4617,"('C', 'E', 'G', 'I')",E
4618,"('A', 'F', 'G')",F
4619,"('C', 'G', 'H', 'I')",G
4620,"('A', 'I')",A
4621,"('C', 'F', 'H', 'I')",H
4622,"('B', 'F')",F
4623,"('G', 'H')",G
4624,"('C', 'F', 'G', 'H')",F
4625,"('D', 'H')",D
4626,"('B', 'D', 'G')",B
4627,"('G', 'H')",H
4628,"('D', 'G')",G
4629,"('C', 'D', 'F', 'G')",C
4630,"('A', 'B', 'F')",B
4631,"('E', 'H')",E
4632,"('A', 'C', 'E')",E
4633,"('D', 'G', 'H')",H
4634,"('A', 'F', 'G', 'H')",F
4635,"('B', 'C', 'E', 'I')",B
4636,"('B', 'G', 'H')",H
4637,"('C', 'D')",D
4638,"('A', 'C', 'F')",F
4639,"('A', 'F', 'G')",A
4640,"('D', 'G')",G
4641,"('C', 'E', 'F', 'I')",E
4642,"('A', 'B', 'C', 'I')",C
4643,"('C', 'E', 'F')",E
4644,"('A', 'B', 'H')",A
4645,"('A', 'C', 'D')",A
4646,"('A', 'B', 'G', 'H')",G
4647,"('B', 'D', 'E')",B
4648,"('B', 'D', 'E')",D
4649,"('A', 'C')",A
4650,"('G', 'H')",G
4651,"('B', 'G', 'I')",B
4652,"('B', 'C', 'G')",G
4653,"('C', 'G', 'I')",G
4654,"('B', 'E', 'H')",B
4655,"('D', 'G')",D
4656,"('B', 'G', 'H', 'I')",H
4657,"('E', 'G')",G
4658,"('E', 'H', 'I')",I
4659,"('C', 'F', 'H', 'I')",F
4660,"('D', 'G', 'I')",G
4661,"('D', 'H')",H
4662,"('H', 'I')",H
4663,"('D', 'F', 'H')",D
4664,"('A', 'G', 'I')",A
4665,"('G', 'I')",G
4666,"('B', 'D', 'F', 'H')",F
4667,"('A', 'F')",A
4668,"('A', 'B')",B
4669,"('D', 'E')",D
4670,"('A', 'B', 'I')",B
4671,"('E', 'F', 'G', 'H')",H
4672,"('A', 'F', 'G')",F
4673,"('A', 'E', 'F')",E
4674,"('B', 'G', 'H')",H
4675,"('F', 'I')",F
4676,"('D', 'G')",G
4677,"('B', 'D', 'G', 'I')",G
4678,"('A', 'B', 'E', 'H')",H
4679,"('F', 'H')",F
4680,"('B', 'F', 'G')",F
4681,"('B', 'D', 'F')",B
4682,"('A', 'H')",H
4683,"('D', 'F', 'G', 'H')",D
4684,"('C', 'D', 'G', 'H')",H
4685,"('D', 'H')",D
4686,"('B', 'D', 'H', 'I')",H
4687,"('F', 'I')",F
4688,"('B', 'I')",B
4689,"('E', 'G', 'H')",H
4690,"('A', 'F', 'H', 'I')",H
4691,"('C', 'D', 'H')",D
4692,"('A', 'C', 'D', 'G')",C
4693,"('C', 'F', 'I')",F
4694,"('E', 'F', 'H')",F
4695,"('A', 'B', 'E', 'G')",E
4696,"('A', 'D')",A
4697,"('B', 'E', 'H', 'I')",E
4698,"('A', 'B', 'D', 'I')",D
4699,"('D', 'H')",H
4700,"('A', 'F', 'G')",F
4701,"('A', 'D', 'E', 'I')",E
4702,"('C', 'D', 'H')",D
4703,"('A', 'D', 'I')",A
4704,"('D', 'E', 'I')",E
4705,"('B', 'D')",D
4706,"('B', 'E', 'G')",G
4707,"('C', 'H', 'I')",I
4708,"('E', 'F')",F
4709,"('A', 'B', 'G', 'H')",H
4710,"('A', 'C', 'I')",C
4711,"('D', 'I')",I
4712,"('C', 'F', 'H', 'I')",F
4713,"('F', 'H')",F
4714,"('G', 'H', 'I')",G
4715,"('E', 'H', 'I')",H
4716,"('G', 'H')",G
4717,"('A', 'F', 'G', 'H')",H
4718,"('A', 'G')",A
4719,"('D', 'F', 'I')",F
4720,"('D', 'E', 'G')",E
4721,"('A', 'D', 'F', 'G')",A
4722,"('C', 'D', 'F', 'H')",D
4723,"('C', 'I')",C
4724,"('D', 'F', 'G')",G
4725,"('B', 'F', 'H', 'I')",I
4726,"('A', 'G')",A
4727,"('D', 'F', 'I')",F
4728,"('B', 'C', 'E')",C
4729,"('D', 'F')",F
4730,"('A', 'B', 'C', 'I')",B
4731,"('B', 'C', 'E')",E
4732,"('A', 'F', 'I')",F
4733,"('D', 'E', 'H', 'I')",E
4734,"('B', 'F')",F
4735,"('B', 'F', 'I')",F
4736,"('A', 'C')",C
4737,"('A', 'C', 'E', 'G')",E
4738,"('B', 'H')",B
4739,"('A', 'B')",A
4740,"('B', 'C', 'G', 'H')",H
4741,"('A', 'H', 'I')",H
4742,"('D', 'I')",I
4743,"('A', 'B')",B
4744,"('C', 'F', 'G')",G
4745,"('C', 'H')",H
4746,"('A', 'D', 'F', 'G')",F
4747,"('E', 'F', 'H')",F
4748,"('C', 'F', 'G')",F
4749,"('A', 'D', 'F', 'H')",A
4750,"('A', 'B', 'H')",B
4751,"('A', 'I')",A
4752,"('D', 'F', 'G', 'H')",H
4753,"('A', 'D', 'E')",A
4754,"('A', 'E')",A
4755,"('B', 'G', 'I')",G
4756,"('G', 'H')",G
4757,"('C', 'E', 'G', 'I')",G
4758,"('B', 'E', 'F', 'H')",F
4759,"('E', 'G', 'I')",I
4760,"('A', 'F', 'I')",F
4761,"('B', 'E', 'F')",B
4762,"('E', 'F', 'G', 'I')",F
4763,"('C', 'D', 'E', 'F')",C
4764,"('G', 'I')",G
4765,"('D', 'I')",D
4766,"('A', 'C', 'E', 'H')",E
4767,"('B', 'D', 'E', 'H')",E
4768,"('A', 'E', 'I')",A
4769,"('C', 'D', 'F', 'I')",D
4770,"('B', 'F', 'G', 'H')",H
4771,"('B', 'C', 'E')",E
4772,"('D', 'F', 'G', 'I')",D
4773,"('A', 'B', 'D', 'E')",D
4774,"('B', 'D')",D
4775,"('B', 'C', 'E')",B
4776,"('A', 'B', 'F', 'H')",H
4777,"('A', 'F', 'H')",A
4778,"('A', 'H', 'I')",H
4779,"('A', 'B')",B
4780,"('B', 'C')",B
4781,"('B', 'E', 'F', 'H')",F
4782,"('B', 'D', 'E')",B
4783,"('F', 'G')",G
4784,"('A', 'B', 'G')",B
4785,"('B', 'C', 'I')",C
4786,"('C', 'E', 'G')",G
4787,"('B', 'C', 'G')",G
4788,"('F', 'H')",H
4789,"('B', 'D', 'I')",I
4790,"('A', 'C', 'E', 'F')",E
4791,"('E', 'H', 'I')",E
4792,"('B', 'D')",B
4793,"('B', 'D', 'E', 'G')",G
4794,"('C', 'F', 'G', 'I')",I
4795,"('A', 'H', 'I')",A
4796,"('C', 'F', 'G')",G
4797,"('E', 'I')",E
4798,"('B', 'E', 'G', 'I')",E
4799,"('C', 'E')",E
4800,"('A', 'B', 'G')",G
4801,"('C', 'E')",E
4802,"('A', 'B', 'F', 'G')",B
4803,"('B', 'E', 'F')",F
4804,"('A', 'I')",A
4805,"('A', 'B', 'C', 'H')",A
4806,"('B', 'H')",B
4807,"('B', 'C', 'H', 'I')",H
4808,"('A', 'C', 'F', 'H')",F
4809,"('A', 'G', 'H')",G
4810,"('C', 'D', 'G', 'I')",C
4811,"('C', 'D')",D
4812,"('C', 'E', 'F')",F
4813,"('A', 'D', 'G')",G
4814,"('E', 'H')",E
4815,"('E', 'G', 'I')",G
4816,"('F', 'G')",F
4817,"('A', 'I')",A
4818,"('D', 'F', 'I')",F
4819,"('A', 'E')",E
4820,"('C', 'E', 'F')",F
4821,"('E', 'H')",H
4822,"('B', 'E', 'H', 'I')",H
4823,"('B', 'C')",B
4824,"('A', 'B', 'G', 'I')",I
4825,"('C', 'F', 'H')",F
4826,"('F', 'I')",F
4827,"('A', 'B', 'F', 'I')",F
4828,"('B', 'F', 'G', 'I')",F
4829,"('A', 'C', 'E', 'G')",A
4830,"('A', 'C', 'D', 'H')",D
4831,"('F', 'G')",F
4832,"('E', 'F', 'H')",F
4833,"('A', 'E', 'G', 'H')",G
4834,"('F', 'G')",G
4835,"('C', 'D', 'H', 'I')",C
4836,"('G', 'H', 'I')",G
4837,"('A', 'C', 'G')",G
4838,"('C', 'H')",C
4839,"('D', 'I')",D
4840,"('A', 'E')",E
4841,"('A', 'D', 'H', 'I')",D
4842,"('C', 'F')",F
4843,"('B', 'D', 'F', 'I')",F
4844,"('C', 'F')",F
4845,"('B', 'G')",G
4846,"('G', 'I')",G
4847,"('A', 'D', 'F', 'I')",F
4848,"('A', 'I')",I
4849,"('A', 'E', 'F', 'I')",A
4850,"('A', 'C', 'E', 'G')",G
4851,"('B', 'C', 'D', 'I')",B
4852,"('E', 'G')",G
4853,"('B', 'C', 'E', 'H')",E
4854,"('E', 'G')",G
4855,"('A', 'B', 'E', 'H')",E
4856,"('B', 'F', 'G', 'I')",I
4857,"('D', 'E', 'G', 'I')",D
4858,"('A', 'I')",A
4859,"('A', 'B', 'G', 'I')",G
4860,"('A', 'C', 'D', 'G')",D
4861,"('A', 'D', 'F', 'G')",D
4862,"('A', 'G', 'H', 'I')",G
4863,"('B', 'C', 'D', 'I')",B
4864,"('B', 'E')",E
4865,"('C', 'E', 'G', 'I')",I
4866,"('C', 'D')",D
4867,"('C', 'G', 'H')",G
4868,"('C', 'I')",C
4869,"('C', 'E', 'G')",G
4870,"('B', 'C', 'D')",B
4871,"('A', 'F', 'G')",F
4872,"('B', 'D', 'E', 'F')",B
4873,"('C', 'H')",C
4874,"('D', 'H', 'I')",I
4875,"('G', 'I')",G
4876,"('A', 'E', 'G', 'H')",H
4877,"('E', 'F', 'G', 'H')",E
4878,"('C', 'I')",I
4879,"('A', 'I')",A
4880,"('E', 'F', 'H')",F
4881,"('B', 'D', 'E', 'H')",B
4882,"('D', 'G')",D
4883,"('B', 'D', 'E', 'G')",G
4884,"('A', 'F', 'H', 'I')",I
4885,"('A', 'B')",B
4886,"('H', 'I')",H
4887,"('E', 'H')",E
4888,"('C', 'D', 'F', 'I')",I
4889,"('C', 'E')",E
4890,"('D', 'G', 'I')",G
4891,"('A', 'D')",D
4892,"('C', 'E', 'G', 'I')",G
4893,"('C', 'E', 'G')",G
4894,"('A', 'B', 'G')",G
4895,"('A', 'D', 'E')",A
4896,"('B', 'E', 'I')",E
4897,"('B', 'F', 'G', 'I')",F
4898,"('D', 'E')",D
4899,"('A', 'C', 'H')",H
4900,"('C', 'D', 'F', 'I')",F
4901,"('G', 'H', 'I')",H
4902,"('C', 'D', 'G')",D
4903,"('A', 'C', 'H')",A
4904,"('A', 'C', 'I')",A
4905,"('C', 'F', 'H')",H
4906,"('C', 'E', 'F', 'G')",G
4907,"('A', 'H')",H
4908,"('A', 'D', 'H', 'I')",A
4909,"('B', 'E', 'G')",B
4910,"('B', 'F', 'H')",H
4911,"('A', 'D', 'H')",D
4912,"('E', 'G', 'I')",G
4913,"('F', 'H', 'I')",F
4914,"('C', 'F')",F
4915,"('A', 'E')",E
4916,"('F', 'G')",G
4917,"('C', 'D')",D
4918,"('F', 'I')",F
4919,"('H', 'I')",H
4920,"('C', 'D', 'F', 'G')",G
4921,"('A', 'B', 'D', 'I')",D
4922,"('D', 'H')",D
4923,"('F', 'I')",F
4924,"('A', 'B', 'I')",A
4925,"('A', 'C', 'F', 'I')",F
4926,"('D', 'G')",D
4927,"('A', 'E', 'H', 'I')",I
4928,"('A', 'B', 'F', 'G')",F
4929,"('B', 'C', 'E')",B
4930,"('E', 'G')",E
4931,"('A', 'B', 'D', 'I')",D
4932,"('A', 'G')",G
4933,"('C', 'D', 'G', 'H')",C
4934,"('A', 'B', 'C', 'G')",G
4935,"('A', 'D', 'E', 'I')",E
4936,"('B', 'C', 'F', 'G')",C
4937,"('B', 'C', 'F', 'I')",F
4938,"('A', 'D', 'F', 'H')",D
4939,"('E', 'F', 'I')",E
4940,"('C', 'D')",D
4941,"('B', 'F', 'G', 'I')",F
4942,"('A', 'B', 'H')",B
4943,"('D', 'E')",E
4944,"('A', 'B', 'E', 'H')",E
4945,"('F', 'I')",F
4946,"('C', 'E', 'I')",E
4947,"('B', 'E', 'I')",E
4948,"('C', 'I')",C
4949,"('D', 'G')",G
4950,"('D', 'F')",F
4951,"('A', 'B')",B
4952,"('B', 'E', 'G', 'I')",G
4953,"('B', 'F', 'H', 'I')",F
4954,"('F', 'H')",F
4955,"('C', 'D', 'F', 'I')",I
4956,"('C', 'D', 'G')",D
4957,"('G', 'I')",G
4958,"('C', 'E')",E
4959,"('B', 'C', 'H', 'I')",C
4960,"('C', 'F', 'H')",F
4961,"('B', 'H')",H
4962,"('F', 'G')",F
4963,"('F', 'G', 'H')",H
4964,"('A', 'H')",A
4965,"('A', 'B', 'H')",B
4966,"('A', 'C', 'E', 'I')",I
4967,"('E', 'H')",H
4968,"('C', 'D')",D
4969,"('C', 'F', 'I')",F
4970,"('E', 'F', 'G')",G
4971,"('A', 'C', 'F', 'I')",F
4972,"('A', 'D', 'G')",G
4973,"('F', 'H')",F
4974,"('D', 'F', 'H')",F
4975,"('C', 'D', 'G')",D
