,choice_set,choice
19035,"('F', 'I', 'L', 'Q')",I
19036,"('J', 'N', 'P')",J
19037,"('B', 'L', 'M', 'P')",M
19038,"('H', 'I', 'J', 'O')",J
19039,"('A', 'M')",A
19040,"('C', 'P')",C
19041,"('D', 'G', 'L', 'N')",N
19042,"('G', 'H', 'O')",H
19043,"('A', 'E', 'J', 'P')",P
19044,"('D', 'E', 'J', 'L')",D
19045,"('B', 'C')",C
19046,"('I', 'P')",I
19047,"('B', 'K', 'P')",P
19048,"('A', 'C')",C
19049,"('F', 'J', 'O', 'P')",P
19050,"('G', 'K')",K
19051,"('D', 'G', 'J', 'Q')",J
19052,"('I', 'J', 'M')",M
19053,"('E', 'H', 'P', 'Q')",P
19054,"('B', 'L')",L
19055,"('B', 'I', 'J')",B
19056,"('G', 'H', 'I')",H
19057,"('B', 'C', 'E', 'G')",B
19058,"('F', 'J')",F
19059,"('C', 'D')",D
19060,"('G', 'H')",G
19061,"('C', 'G', 'O')",G
19062,"('B', 'F', 'K', 'Q')",B
19063,"('E', 'N', 'O', 'Q')",E
19064,"('L', 'P')",L
19065,"('E', 'J', 'P', 'Q')",J
19066,"('F', 'K', 'L')",K
19067,"('F', 'M', 'Q')",M
19068,"('A', 'I', 'K', 'M')",I
19069,"('H', 'I', 'Q')",I
19070,"('A', 'E', 'N', 'P')",A
19071,"('B', 'D', 'L')",D
19072,"('D', 'G', 'I')",I
19073,"('G', 'P')",G
19074,"('H', 'J')",H
19075,"('C', 'E', 'J')",J
19076,"('F', 'I', 'M', 'O')",O
19077,"('K', 'L')",L
19078,"('A', 'G', 'L')",G
19079,"('A', 'C', 'H')",A
19080,"('C', 'E', 'H')",C
19081,"('A', 'N', 'P')",N
19082,"('A', 'G', 'J', 'P')",A
19083,"('J', 'M', 'P')",P
19084,"('B', 'K')",K
19085,"('C', 'L', 'N')",C
19086,"('J', 'L', 'Q')",L
19087,"('G', 'K', 'N')",G
19088,"('D', 'F', 'H', 'I')",D
19089,"('J', 'M')",J
19090,"('A', 'B', 'C')",C
19091,"('G', 'H', 'I', 'Q')",H
19092,"('J', 'M', 'Q')",M
19093,"('J', 'M', 'N', 'O')",J
19094,"('A', 'G', 'K', 'O')",A
19095,"('C', 'G', 'J', 'L')",C
19096,"('A', 'L')",L
19097,"('G', 'H', 'Q')",G
19098,"('A', 'C', 'G', 'N')",G
19099,"('D', 'K')",K
19100,"('B', 'G', 'J', 'M')",M
19101,"('A', 'I')",A
19102,"('E', 'P')",E
19103,"('F', 'L', 'O')",L
19104,"('A', 'P')",A
19105,"('A', 'Q')",A
19106,"('D', 'H', 'N', 'Q')",H
19107,"('F', 'L', 'O', 'P')",F
19108,"('A', 'E', 'O')",A
19109,"('E', 'J', 'P')",J
19110,"('E', 'M')",E
19111,"('B', 'D', 'L')",L
19112,"('G', 'M')",M
19113,"('B', 'C', 'H', 'I')",C
19114,"('C', 'I')",C
19115,"('F', 'H', 'P')",H
19116,"('D', 'F', 'N')",D
19117,"('A', 'B', 'G', 'Q')",A
19118,"('I', 'L')",I
19119,"('B', 'L', 'N')",B
19120,"('D', 'E')",E
19121,"('G', 'J', 'N')",G
19122,"('C', 'E', 'H')",E
19123,"('D', 'E', 'H', 'O')",H
19124,"('B', 'F', 'H', 'P')",B
19125,"('B', 'F', 'K', 'Q')",B
19126,"('C', 'I', 'L', 'N')",C
19127,"('A', 'C', 'D', 'F')",D
19128,"('A', 'J')",J
19129,"('C', 'H')",H
19130,"('D', 'J', 'K')",D
19131,"('D', 'H', 'Q')",D
19132,"('J', 'M')",M
19133,"('H', 'O')",H
19134,"('H', 'I', 'Q')",Q
19135,"('F', 'O')",F
19136,"('A', 'G', 'H', 'I')",G
19137,"('K', 'M')",K
19138,"('B', 'F', 'G')",F
19139,"('D', 'H', 'M', 'Q')",M
19140,"('B', 'C')",C
19141,"('L', 'O')",O
19142,"('G', 'K')",K
19143,"('F', 'G', 'I', 'L')",F
19144,"('C', 'M')",M
19145,"('B', 'F')",F
19146,"('D', 'J', 'N')",D
19147,"('B', 'G', 'M', 'P')",B
19148,"('A', 'D', 'H', 'Q')",D
19149,"('E', 'G', 'N')",E
19150,"('E', 'M', 'N')",N
19151,"('E', 'F', 'K')",E
19152,"('D', 'N')",N
19153,"('G', 'M', 'O', 'P')",O
19154,"('L', 'N')",L
19155,"('F', 'G', 'H', 'M')",G
19156,"('G', 'H', 'I')",G
19157,"('A', 'B', 'O', 'Q')",O
19158,"('A', 'I', 'P')",I
19159,"('J', 'M')",M
19160,"('K', 'O', 'P')",O
19161,"('I', 'M')",M
19162,"('D', 'Q')",D
19163,"('G', 'J', 'L', 'P')",J
19164,"('C', 'F', 'J')",F
19165,"('A', 'O', 'P', 'Q')",P
19166,"('C', 'M')",C
19167,"('D', 'I', 'O')",I
19168,"('G', 'I', 'L', 'M')",G
19169,"('A', 'E', 'J')",A
19170,"('J', 'L', 'N')",N
19171,"('B', 'E', 'F', 'I')",F
19172,"('A', 'E', 'F')",E
19173,"('G', 'H', 'I', 'Q')",G
19174,"('O', 'Q')",Q
19175,"('M', 'P')",P
19176,"('E', 'J', 'K', 'L')",L
19177,"('H', 'I', 'L', 'O')",H
19178,"('I', 'J', 'L', 'M')",I
19179,"('K', 'N')",K
19180,"('F', 'I', 'O', 'Q')",I
19181,"('G', 'K')",G
19182,"('B', 'C', 'P')",C
19183,"('B', 'D', 'E')",E
19184,"('E', 'L', 'N')",L
19185,"('D', 'F', 'I')",D
19186,"('F', 'I', 'L')",L
19187,"('A', 'E', 'O', 'Q')",E
19188,"('B', 'I')",I
19189,"('F', 'P')",F
19190,"('A', 'H', 'K', 'Q')",A
19191,"('K', 'P')",P
19192,"('A', 'Q')",A
19193,"('B', 'K', 'O')",O
19194,"('D', 'M', 'N', 'O')",M
19195,"('H', 'M', 'P')",P
19196,"('I', 'K', 'L')",I
19197,"('B', 'C')",C
19198,"('B', 'K', 'L')",L
19199,"('A', 'F')",A
19200,"('H', 'M', 'N')",H
19201,"('B', 'K', 'N')",N
19202,"('I', 'K')",K
19203,"('B', 'J', 'Q')",J
19204,"('O', 'P')",O
19205,"('A', 'J', 'N', 'Q')",J
19206,"('B', 'I', 'M', 'Q')",M
19207,"('C', 'I', 'M')",I
19208,"('A', 'C', 'H')",H
19209,"('B', 'H', 'Q')",Q
19210,"('C', 'G', 'I')",C
19211,"('B', 'C', 'F', 'J')",C
19212,"('A', 'F', 'P')",F
19213,"('J', 'L', 'O', 'P')",L
19214,"('M', 'O', 'P')",O
19215,"('B', 'F', 'G', 'H')",B
19216,"('M', 'Q')",M
19217,"('G', 'M', 'P')",G
19218,"('F', 'K')",K
19219,"('D', 'I')",I
19220,"('B', 'G', 'J', 'M')",G
19221,"('D', 'L', 'M', 'O')",D
19222,"('A', 'B')",A
19223,"('B', 'M', 'O')",O
19224,"('F', 'Q')",F
19225,"('M', 'O')",O
19226,"('A', 'D')",A
19227,"('B', 'J')",J
19228,"('B', 'K', 'N', 'Q')",Q
19229,"('G', 'I', 'L', 'M')",G
19230,"('C', 'Q')",C
19231,"('A', 'I', 'L')",I
19232,"('B', 'H', 'J', 'L')",L
19233,"('I', 'K', 'M', 'P')",I
19234,"('B', 'G', 'I')",B
19235,"('A', 'G', 'K')",K
19236,"('H', 'J', 'L')",L
19237,"('C', 'J', 'K', 'N')",C
19238,"('J', 'K', 'O', 'Q')",O
19239,"('F', 'H', 'J')",F
19240,"('B', 'C', 'N', 'Q')",C
19241,"('B', 'F', 'H', 'J')",F
19242,"('C', 'E', 'F', 'H')",C
19243,"('H', 'N', 'O')",O
19244,"('B', 'E')",E
19245,"('A', 'B', 'D', 'N')",D
19246,"('D', 'E', 'K', 'M')",E
19247,"('C', 'F', 'J', 'L')",F
19248,"('F', 'Q')",F
19249,"('B', 'D', 'N')",N
19250,"('E', 'I', 'K', 'N')",N
19251,"('F', 'I', 'K')",F
19252,"('F', 'L')",F
19253,"('H', 'O')",H
19254,"('A', 'H', 'Q')",A
19255,"('B', 'G', 'H')",B
19256,"('A', 'I', 'N', 'Q')",N
19257,"('C', 'D', 'J', 'Q')",Q
19258,"('F', 'H', 'I', 'Q')",Q
19259,"('D', 'M', 'P', 'Q')",Q
19260,"('B', 'L')",L
19261,"('B', 'C', 'F', 'H')",H
19262,"('G', 'M', 'P')",M
19263,"('A', 'H', 'J', 'N')",A
19264,"('G', 'J', 'P')",G
19265,"('A', 'G', 'K', 'M')",M
19266,"('B', 'E', 'H', 'Q')",H
19267,"('B', 'C', 'E')",C
19268,"('A', 'E', 'M', 'Q')",E
19269,"('B', 'D')",D
19270,"('C', 'N', 'P')",P
19271,"('E', 'H', 'K')",E
19272,"('F', 'M')",F
19273,"('D', 'E', 'F', 'L')",E
19274,"('F', 'N')",N
19275,"('A', 'E', 'J', 'M')",M
19276,"('F', 'H', 'O')",H
19277,"('C', 'J', 'P')",P
19278,"('B', 'F', 'K', 'N')",F
19279,"('I', 'J', 'K', 'N')",N
19280,"('B', 'D', 'H', 'J')",B
19281,"('D', 'H')",H
19282,"('H', 'O', 'Q')",H
19283,"('B', 'C', 'G', 'O')",O
19284,"('A', 'H', 'M')",M
19285,"('B', 'F', 'L', 'O')",F
19286,"('C', 'D', 'E', 'L')",L
19287,"('E', 'Q')",E
19288,"('J', 'M')",M
19289,"('A', 'C', 'J', 'Q')",A
19290,"('F', 'P')",F
19291,"('D', 'E', 'F', 'J')",E
19292,"('G', 'O')",O
19293,"('N', 'O')",O
19294,"('E', 'L')",E
19295,"('B', 'N', 'O')",B
19296,"('C', 'M', 'P')",M
19297,"('G', 'I')",I
19298,"('H', 'L', 'Q')",L
19299,"('B', 'F')",F
19300,"('D', 'K', 'N')",K
19301,"('C', 'H', 'I')",C
19302,"('A', 'J')",A
19303,"('C', 'H', 'M', 'P')",C
19304,"('A', 'G', 'K')",A
19305,"('B', 'M', 'O')",M
19306,"('A', 'I', 'L', 'P')",A
19307,"('C', 'E')",C
19308,"('E', 'G')",E
19309,"('A', 'B', 'C', 'H')",A
19310,"('A', 'E', 'K')",A
19311,"('A', 'D', 'J', 'Q')",J
19312,"('D', 'M', 'O', 'Q')",O
19313,"('B', 'C', 'H', 'I')",B
19314,"('G', 'J', 'M')",J
19315,"('B', 'M', 'Q')",M
19316,"('L', 'N', 'Q')",Q
19317,"('B', 'E', 'I', 'N')",N
19318,"('P', 'Q')",Q
19319,"('N', 'P', 'Q')",N
19320,"('A', 'N')",N
19321,"('L', 'M')",L
19322,"('D', 'G', 'J', 'M')",M
19323,"('A', 'D')",D
19324,"('B', 'H', 'I', 'J')",J
19325,"('D', 'I', 'J', 'M')",J
19326,"('J', 'O')",J
19327,"('M', 'O')",M
19328,"('I', 'Q')",I
19329,"('D', 'F')",D
19330,"('F', 'J', 'O')",O
19331,"('K', 'P')",P
19332,"('C', 'F', 'M', 'Q')",F
19333,"('E', 'Q')",Q
19334,"('D', 'L')",L
19335,"('J', 'K', 'L', 'P')",K
19336,"('K', 'N')",N
19337,"('H', 'N', 'P')",H
19338,"('E', 'I', 'O', 'P')",E
19339,"('A', 'N')",N
19340,"('E', 'F', 'Q')",E
19341,"('C', 'L', 'N')",L
19342,"('F', 'K', 'P')",K
19343,"('J', 'P')",J
19344,"('C', 'I')",C
19345,"('F', 'M', 'O', 'P')",F
19346,"('E', 'J')",E
19347,"('I', 'O', 'Q')",O
19348,"('L', 'M', 'Q')",M
19349,"('D', 'E', 'O')",O
19350,"('H', 'J', 'N', 'P')",N
19351,"('A', 'C')",C
19352,"('H', 'O', 'P')",O
19353,"('C', 'F', 'H', 'N')",N
19354,"('C', 'D', 'P', 'Q')",C
19355,"('J', 'L', 'P')",L
19356,"('D', 'E', 'N')",N
19357,"('E', 'P')",E
19358,"('I', 'N')",N
19359,"('L', 'P', 'Q')",L
19360,"('F', 'P')",F
19361,"('A', 'M')",A
19362,"('H', 'J')",J
19363,"('C', 'I', 'L', 'N')",L
19364,"('H', 'J', 'O', 'P')",J
19365,"('D', 'G', 'N', 'Q')",D
19366,"('B', 'C', 'D')",B
19367,"('D', 'I', 'N', 'Q')",N
19368,"('L', 'O')",L
19369,"('B', 'I', 'N')",I
19370,"('F', 'G', 'I')",F
19371,"('E', 'O')",E
19372,"('C', 'D', 'H', 'J')",H
19373,"('D', 'J')",D
19374,"('J', 'P')",J
19375,"('C', 'E', 'F', 'O')",O
19376,"('B', 'I', 'Q')",I
19377,"('D', 'E', 'G')",G
19378,"('G', 'L')",L
19379,"('K', 'M')",M
19380,"('F', 'G', 'N', 'P')",G
19381,"('H', 'J', 'M', 'Q')",M
19382,"('H', 'P')",P
19383,"('D', 'G')",G
19384,"('G', 'L', 'O')",O
19385,"('B', 'H', 'I', 'Q')",B
19386,"('F', 'I', 'M')",I
19387,"('H', 'J', 'M')",M
19388,"('B', 'H', 'K', 'Q')",H
19389,"('E', 'F')",F
19390,"('D', 'H')",H
19391,"('A', 'F', 'G', 'J')",F
19392,"('B', 'L')",B
19393,"('F', 'G', 'H', 'M')",F
19394,"('F', 'H')",F
19395,"('A', 'J', 'N')",A
19396,"('N', 'Q')",Q
19397,"('F', 'H', 'K', 'N')",N
19398,"('G', 'I')",I
19399,"('A', 'H', 'I', 'P')",P
19400,"('B', 'M', 'Q')",M
19401,"('H', 'L')",L
19402,"('G', 'H', 'K', 'Q')",G
19403,"('B', 'F')",F
19404,"('B', 'G')",G
19405,"('F', 'N', 'Q')",F
19406,"('D', 'I', 'M', 'Q')",M
19407,"('H', 'Q')",H
19408,"('G', 'K', 'L')",L
19409,"('C', 'N', 'Q')",C
19410,"('M', 'Q')",M
19411,"('E', 'N')",N
19412,"('B', 'M', 'N')",B
19413,"('B', 'E', 'N', 'O')",E
19414,"('G', 'M')",M
19415,"('H', 'Q')",H
19416,"('E', 'L', 'M', 'Q')",E
19417,"('F', 'O')",O
19418,"('C', 'Q')",C
19419,"('K', 'N', 'O', 'P')",K
19420,"('D', 'M', 'Q')",M
19421,"('D', 'G', 'Q')",D
19422,"('D', 'J', 'Q')",J
19423,"('B', 'J')",J
19424,"('F', 'K', 'O')",F
19425,"('A', 'H', 'I')",I
19426,"('G', 'L', 'P')",G
19427,"('C', 'K', 'P', 'Q')",C
19428,"('C', 'I', 'J', 'Q')",C
19429,"('F', 'H', 'L')",F
19430,"('I', 'N', 'Q')",I
19431,"('C', 'I')",I
19432,"('D', 'F', 'O')",F
19433,"('C', 'D', 'N')",N
19434,"('F', 'O')",O
19435,"('G', 'I', 'O')",O
19436,"('E', 'J', 'K')",E
19437,"('B', 'H', 'J', 'K')",B
19438,"('A', 'E', 'L', 'P')",L
19439,"('H', 'I')",I
19440,"('C', 'D', 'E', 'N')",E
19441,"('G', 'J')",G
19442,"('B', 'P')",B
19443,"('D', 'F', 'K', 'P')",D
19444,"('F', 'H', 'N')",H
19445,"('B', 'K', 'O')",K
19446,"('F', 'G', 'O')",O
19447,"('B', 'M')",M
19448,"('I', 'K', 'N', 'O')",K
19449,"('B', 'O')",B
19450,"('D', 'J')",J
19451,"('D', 'H', 'Q')",H
19452,"('C', 'H', 'I', 'M')",C
19453,"('F', 'H', 'I', 'N')",F
19454,"('D', 'J')",J
19455,"('A', 'B', 'I')",I
19456,"('C', 'G', 'N', 'O')",C
19457,"('H', 'I', 'P')",I
19458,"('C', 'H', 'L')",H
19459,"('C', 'D', 'F', 'G')",F
19460,"('F', 'H', 'K', 'N')",K
19461,"('F', 'K', 'O', 'Q')",O
19462,"('B', 'C', 'E', 'O')",B
19463,"('F', 'J', 'L')",L
19464,"('F', 'G', 'N', 'O')",F
19465,"('E', 'K', 'L')",K
19466,"('C', 'D')",D
19467,"('F', 'H', 'Q')",F
19468,"('D', 'M', 'Q')",D
19469,"('A', 'B', 'K')",A
19470,"('I', 'L', 'P')",L
19471,"('G', 'J')",J
19472,"('K', 'Q')",Q
19473,"('A', 'N')",A
19474,"('A', 'C')",A
19475,"('A', 'C', 'D', 'E')",A
19476,"('G', 'I')",G
19477,"('C', 'J', 'O', 'P')",O
19478,"('F', 'L', 'M')",F
19479,"('C', 'O', 'P')",P
19480,"('B', 'H', 'K', 'O')",O
19481,"('B', 'L')",L
19482,"('I', 'O', 'Q')",O
19483,"('D', 'H', 'K')",D
19484,"('C', 'J')",C
19485,"('B', 'C')",C
19486,"('B', 'F', 'Q')",B
19487,"('G', 'H', 'L')",H
19488,"('F', 'P', 'Q')",F
19489,"('E', 'H', 'J')",H
19490,"('B', 'O')",O
19491,"('A', 'J', 'M', 'P')",A
19492,"('A', 'P')",P
19493,"('A', 'H', 'O', 'P')",A
19494,"('A', 'L')",L
19495,"('B', 'E', 'F', 'O')",E
19496,"('A', 'J')",J
19497,"('G', 'H')",G
19498,"('J', 'M')",J
19499,"('A', 'K', 'N')",N
19500,"('A', 'B', 'O')",O
19501,"('A', 'C', 'D', 'G')",D
19502,"('J', 'M')",M
19503,"('E', 'N')",E
19504,"('H', 'O')",H
19505,"('A', 'C', 'N', 'O')",N
19506,"('C', 'D', 'J', 'K')",D
19507,"('G', 'I', 'J', 'K')",I
19508,"('A', 'I', 'N', 'O')",O
19509,"('K', 'L', 'O')",K
19510,"('C', 'F', 'H', 'K')",H
19511,"('B', 'K', 'Q')",Q
19512,"('B', 'E', 'K', 'L')",K
19513,"('G', 'L')",L
19514,"('C', 'O')",O
19515,"('H', 'O', 'Q')",Q
19516,"('C', 'D', 'G', 'H')",D
19517,"('C', 'L', 'P')",L
19518,"('F', 'I', 'K', 'P')",F
19519,"('A', 'C', 'H', 'L')",C
19520,"('B', 'G')",G
19521,"('H', 'J', 'Q')",H
19522,"('D', 'H')",D
19523,"('B', 'H', 'K', 'N')",B
19524,"('B', 'J', 'Q')",B
19525,"('K', 'N', 'O')",O
19526,"('C', 'M', 'N')",C
19527,"('J', 'N', 'O')",O
19528,"('B', 'H', 'I', 'O')",B
19529,"('A', 'O')",O
19530,"('J', 'O', 'Q')",J
19531,"('A', 'O')",O
19532,"('A', 'M', 'O')",A
19533,"('D', 'Q')",Q
19534,"('C', 'D', 'F', 'Q')",F
19535,"('A', 'E', 'F', 'M')",E
19536,"('K', 'L', 'Q')",L
19537,"('C', 'J')",C
19538,"('B', 'M', 'O')",M
19539,"('H', 'J')",J
19540,"('E', 'P')",E
19541,"('D', 'G', 'N')",N
19542,"('F', 'K', 'N', 'O')",F
19543,"('B', 'C', 'D', 'Q')",Q
19544,"('E', 'F', 'I', 'N')",I
19545,"('G', 'K', 'Q')",K
19546,"('B', 'G')",G
19547,"('A', 'D', 'H')",A
19548,"('A', 'F', 'H', 'K')",A
19549,"('H', 'I')",H
19550,"('F', 'H', 'M')",M
19551,"('B', 'H', 'O')",B
19552,"('A', 'C', 'D', 'I')",D
19553,"('D', 'G', 'H', 'P')",G
19554,"('D', 'F')",F
19555,"('C', 'K', 'N')",N
19556,"('C', 'D', 'F')",D
19557,"('J', 'N', 'P')",J
19558,"('B', 'Q')",B
19559,"('C', 'E', 'N')",N
19560,"('C', 'E', 'H', 'K')",E
19561,"('I', 'O', 'Q')",O
19562,"('A', 'B')",A
19563,"('D', 'N')",N
19564,"('C', 'D', 'J')",D
19565,"('C', 'G', 'O', 'P')",O
19566,"('B', 'E', 'K', 'N')",N
19567,"('I', 'J')",J
19568,"('E', 'H', 'L')",H
19569,"('D', 'K', 'M', 'Q')",M
19570,"('B', 'D', 'O', 'Q')",D
19571,"('A', 'F')",A
19572,"('E', 'L')",L
19573,"('C', 'D', 'K')",D
19574,"('D', 'E', 'H')",D
19575,"('D', 'N')",N
19576,"('B', 'F', 'H', 'O')",B
19577,"('B', 'J', 'O', 'Q')",J
19578,"('J', 'K', 'O', 'P')",J
19579,"('L', 'P')",L
19580,"('A', 'B', 'C', 'F')",F
19581,"('B', 'L')",B
19582,"('F', 'H', 'O', 'P')",O
19583,"('B', 'E')",B
19584,"('G', 'L', 'N', 'P')",G
19585,"('D', 'M')",D
19586,"('A', 'K')",A
19587,"('F', 'G')",F
19588,"('D', 'N')",N
19589,"('B', 'J', 'P')",J
19590,"('B', 'K')",K
19591,"('D', 'G', 'N', 'Q')",D
19592,"('F', 'I', 'M', 'P')",M
19593,"('C', 'E', 'K')",C
19594,"('B', 'E', 'K', 'M')",E
19595,"('C', 'E', 'G', 'L')",G
19596,"('C', 'I', 'N', 'O')",O
19597,"('G', 'N', 'O')",G
19598,"('A', 'G', 'I')",A
19599,"('D', 'M', 'N', 'Q')",D
19600,"('A', 'H', 'N')",A
19601,"('J', 'K')",K
19602,"('G', 'N')",G
19603,"('A', 'J', 'N', 'Q')",N
19604,"('B', 'F', 'J')",F
19605,"('L', 'O')",O
19606,"('C', 'D', 'G', 'M')",D
19607,"('E', 'N', 'O')",E
19608,"('G', 'M')",G
19609,"('J', 'K', 'Q')",K
19610,"('E', 'J')",E
19611,"('B', 'F', 'H')",B
19612,"('D', 'I')",D
19613,"('P', 'Q')",P
19614,"('D', 'J', 'N')",D
19615,"('B', 'E', 'N', 'Q')",E
19616,"('C', 'E')",C
19617,"('B', 'D', 'H', 'L')",L
19618,"('F', 'M', 'P')",F
19619,"('K', 'M', 'P')",K
19620,"('K', 'M', 'Q')",M
19621,"('F', 'I', 'J')",J
19622,"('C', 'O', 'Q')",O
19623,"('K', 'N', 'P')",P
19624,"('D', 'E')",E
19625,"('N', 'P')",N
19626,"('C', 'D', 'L', 'O')",D
19627,"('B', 'C', 'J', 'K')",B
19628,"('A', 'M', 'O', 'Q')",M
19629,"('A', 'P')",A
19630,"('J', 'L', 'M')",J
19631,"('B', 'D', 'N', 'P')",D
19632,"('D', 'H')",D
19633,"('B', 'D', 'E', 'O')",E
19634,"('F', 'O')",F
19635,"('E', 'O')",E
19636,"('G', 'I', 'P', 'Q')",G
19637,"('B', 'P', 'Q')",B
19638,"('C', 'G', 'K')",K
19639,"('K', 'L')",K
19640,"('F', 'J', 'L')",F
19641,"('E', 'F', 'G', 'P')",E
19642,"('E', 'F', 'G', 'P')",E
19643,"('G', 'H', 'I', 'N')",G
19644,"('B', 'C', 'Q')",C
19645,"('E', 'H', 'J', 'O')",J
19646,"('C', 'K', 'M')",K
19647,"('F', 'H', 'L')",F
19648,"('C', 'D', 'G', 'L')",C
19649,"('F', 'M')",M
19650,"('D', 'L')",L
19651,"('A', 'E', 'I')",E
19652,"('D', 'G', 'I', 'P')",D
19653,"('E', 'Q')",E
19654,"('H', 'N', 'O', 'P')",H
19655,"('A', 'C', 'D')",D
19656,"('K', 'P')",K
19657,"('F', 'K', 'O')",K
19658,"('F', 'J', 'L', 'M')",L
19659,"('D', 'F', 'G', 'H')",D
19660,"('D', 'J')",D
19661,"('A', 'D', 'O')",D
19662,"('H', 'I')",I
19663,"('D', 'P')",D
19664,"('J', 'K', 'N')",N
19665,"('G', 'J', 'K')",K
19666,"('H', 'L')",L
19667,"('A', 'E')",A
19668,"('D', 'N')",N
19669,"('H', 'Q')",H
19670,"('G', 'H')",H
19671,"('A', 'D', 'E')",D
19672,"('C', 'J', 'M', 'P')",C
19673,"('B', 'N', 'O')",O
19674,"('A', 'G')",A
19675,"('A', 'K', 'L')",L
19676,"('I', 'O', 'Q')",I
19677,"('B', 'F', 'H', 'O')",B
19678,"('E', 'K')",K
19679,"('F', 'L')",L
19680,"('F', 'H')",F
19681,"('A', 'G')",G
19682,"('G', 'N')",N
19683,"('C', 'O')",C
19684,"('M', 'P')",M
19685,"('E', 'I', 'M')",E
19686,"('F', 'N', 'Q')",N
19687,"('C', 'F', 'Q')",F
19688,"('B', 'F', 'M', 'O')",O
19689,"('A', 'I', 'J', 'Q')",A
19690,"('B', 'M')",B
19691,"('G', 'K')",G
19692,"('A', 'B', 'C', 'P')",P
19693,"('A', 'K', 'L', 'P')",K
19694,"('D', 'F', 'L', 'O')",L
19695,"('D', 'M')",M
19696,"('C', 'E')",C
19697,"('K', 'L', 'O', 'P')",L
19698,"('A', 'H')",H
19699,"('G', 'K', 'N')",K
19700,"('F', 'N', 'O')",F
19701,"('F', 'G', 'J', 'K')",G
19702,"('G', 'N')",N
19703,"('C', 'J', 'N')",N
19704,"('A', 'C', 'E', 'L')",L
19705,"('C', 'L', 'O')",L
19706,"('B', 'L')",L
19707,"('D', 'H', 'Q')",D
19708,"('H', 'M', 'P', 'Q')",M
19709,"('C', 'K', 'M')",K
19710,"('C', 'E', 'F')",C
19711,"('B', 'I', 'K')",B
19712,"('B', 'D')",D
19713,"('B', 'F')",B
19714,"('D', 'H', 'J', 'O')",J
19715,"('E', 'I', 'K', 'O')",O
19716,"('G', 'N')",N
19717,"('L', 'Q')",L
19718,"('A', 'M')",M
19719,"('J', 'K')",K
19720,"('F', 'M', 'N', 'P')",P
19721,"('C', 'L', 'Q')",C
19722,"('C', 'F', 'H', 'K')",F
19723,"('A', 'F', 'I', 'L')",A
19724,"('D', 'H')",D
19725,"('A', 'C', 'E', 'N')",A
19726,"('B', 'E', 'N')",E
19727,"('E', 'M')",M
19728,"('B', 'E', 'H', 'I')",I
19729,"('B', 'J')",B
19730,"('H', 'I', 'N', 'Q')",Q
19731,"('A', 'M')",A
19732,"('B', 'M', 'P')",B
19733,"('A', 'B', 'C', 'E')",A
19734,"('B', 'I', 'L')",B
19735,"('G', 'N', 'Q')",G
19736,"('E', 'O')",E
19737,"('C', 'N')",C
19738,"('C', 'F', 'I', 'J')",C
19739,"('A', 'O')",A
19740,"('A', 'C', 'E', 'Q')",A
19741,"('B', 'D', 'N')",B
19742,"('E', 'I')",E
19743,"('C', 'E')",C
19744,"('K', 'Q')",K
19745,"('G', 'P')",G
19746,"('C', 'D', 'O')",O
19747,"('I', 'J', 'K', 'Q')",I
19748,"('E', 'I')",I
19749,"('F', 'G', 'I')",F
19750,"('G', 'P')",G
19751,"('A', 'H', 'J', 'L')",A
19752,"('F', 'H', 'M')",H
19753,"('A', 'O', 'Q')",O
19754,"('I', 'K')",I
19755,"('A', 'E', 'F')",A
19756,"('H', 'P')",P
19757,"('A', 'E', 'H', 'I')",A
19758,"('F', 'K', 'P')",K
19759,"('I', 'L')",I
19760,"('D', 'J', 'N', 'P')",J
19761,"('G', 'K')",G
19762,"('B', 'G', 'J', 'K')",G
19763,"('C', 'D', 'J')",D
19764,"('J', 'L')",L
19765,"('D', 'E', 'P')",D
19766,"('L', 'N', 'P')",N
19767,"('C', 'L')",C
19768,"('B', 'I', 'Q')",I
19769,"('F', 'K')",F
19770,"('C', 'G')",C
19771,"('I', 'K', 'L')",I
19772,"('P', 'Q')",Q
19773,"('D', 'H', 'I', 'M')",D
19774,"('J', 'M')",J
19775,"('D', 'E', 'L', 'O')",L
19776,"('A', 'C', 'H', 'M')",H
19777,"('L', 'M')",M
19778,"('F', 'G', 'P')",G
19779,"('A', 'B')",A
19780,"('M', 'N')",N
19781,"('B', 'F', 'M')",F
19782,"('A', 'C', 'L', 'M')",M
19783,"('E', 'K')",E
19784,"('B', 'F', 'N', 'Q')",F
19785,"('A', 'B', 'D')",D
19786,"('E', 'I')",E
19787,"('B', 'Q')",B
19788,"('A', 'F', 'M', 'O')",A
19789,"('E', 'F')",E
19790,"('P', 'Q')",Q
19791,"('B', 'F', 'G', 'Q')",G
19792,"('H', 'O', 'P')",O
19793,"('G', 'I', 'M', 'N')",M
19794,"('B', 'F', 'K')",K
19795,"('C', 'I', 'M', 'N')",N
19796,"('C', 'I', 'M', 'N')",C
19797,"('B', 'F')",B
19798,"('D', 'E', 'F', 'I')",F
19799,"('B', 'C')",C
19800,"('E', 'Q')",E
19801,"('E', 'H', 'L', 'P')",E
19802,"('A', 'F', 'M')",F
19803,"('I', 'Q')",I
19804,"('D', 'H', 'O', 'P')",D
19805,"('J', 'K', 'O')",O
19806,"('A', 'B', 'F', 'K')",A
19807,"('A', 'E', 'K', 'Q')",A
