,choice_set,choice
32510,"('A', 'B', 'C', 'D', 'E')",D
32511,"('A', 'B')",B
32512,"('A', 'B', 'C', 'E')",E
32513,"('A', 'B', 'C', 'E')",C
32514,"('A', 'C', 'D', 'E')",E
32515,"('B', 'C')",C
32516,"('A', 'B', 'C', 'D', 'E')",E
32517,"('A', 'C')",A
32518,"('A', 'B', 'C', 'E')",E
32519,"('C', 'E')",E
32520,"('A', 'B', 'C', 'D', 'E')",B
32521,"('A', 'B', 'D', 'E')",E
32522,"('A', 'B', 'C', 'D', 'E')",E
32523,"('A', 'C', 'D', 'E')",E
32524,"('B', 'C')",C
32525,"('A', 'D', 'E')",E
32526,"('A', 'C')",C
32527,"('B', 'D')",B
32528,"('A', 'B', 'C', 'E')",C
32529,"('B', 'C')",C
32530,"('C', 'E')",E
32531,"('A', 'B', 'C', 'D', 'E')",E
32532,"('A', 'E')",E
32533,"('A', 'C', 'D', 'E')",D
32534,"('A', 'B', 'C', 'D')",C
32535,"('A', 'B', 'C', 'D', 'E')",B
32536,"('A', 'C', 'D', 'E')",D
32537,"('A', 'D', 'E')",E
32538,"('A', 'B', 'C', 'D', 'E')",E
32539,"('A', 'B', 'C', 'E')",C
32540,"('A', 'B', 'C', 'D', 'E')",E
32541,"('A', 'D')",D
32542,"('A', 'B', 'C', 'D', 'E')",E
32543,"('A', 'E')",E
32544,"('A', 'B', 'C', 'D', 'E')",C
32545,"('A', 'B', 'C', 'D', 'E')",C
32546,"('A', 'B', 'C', 'E')",E
32547,"('A', 'E')",A
32548,"('C', 'E')",C
32549,"('A', 'C', 'D', 'E')",E
32550,"('B', 'D')",B
32551,"('B', 'C', 'E')",E
32552,"('B', 'C', 'D', 'E')",E
32553,"('A', 'B', 'E')",A
32554,"('B', 'C', 'D', 'E')",E
32555,"('A', 'C', 'D', 'E')",A
32556,"('A', 'C', 'D', 'E')",E
32557,"('A', 'B', 'D', 'E')",A
32558,"('B', 'C', 'D', 'E')",E
32559,"('A', 'D', 'E')",E
32560,"('C', 'D')",D
32561,"('A', 'B', 'E')",A
32562,"('A', 'B', 'D', 'E')",E
32563,"('D', 'E')",D
32564,"('B', 'C', 'D')",C
32565,"('A', 'B', 'C', 'D', 'E')",D
32566,"('B', 'D')",D
32567,"('C', 'D')",C
32568,"('B', 'D')",D
32569,"('B', 'C', 'D')",D
32570,"('A', 'B', 'D', 'E')",A
32571,"('A', 'B', 'C', 'D', 'E')",E
32572,"('B', 'C', 'D', 'E')",B
32573,"('A', 'D')",D
32574,"('D', 'E')",D
32575,"('A', 'B', 'C', 'D', 'E')",E
32576,"('B', 'C', 'D', 'E')",E
32577,"('B', 'D', 'E')",D
32578,"('B', 'C', 'D', 'E')",B
32579,"('A', 'C', 'D')",A
32580,"('B', 'C', 'D', 'E')",B
32581,"('A', 'B', 'D')",D
32582,"('B', 'C')",B
32583,"('A', 'B', 'D', 'E')",B
32584,"('B', 'D')",B
32585,"('B', 'E')",B
32586,"('B', 'C', 'D', 'E')",E
32587,"('A', 'B', 'C', 'D')",C
32588,"('A', 'B', 'D', 'E')",B
32589,"('A', 'B', 'E')",B
32590,"('A', 'B')",B
32591,"('A', 'B', 'C', 'D', 'E')",C
32592,"('C', 'E')",E
32593,"('A', 'B', 'C', 'D', 'E')",C
32594,"('A', 'B', 'C', 'D')",D
32595,"('A', 'C')",C
32596,"('A', 'B', 'C', 'E')",B
32597,"('B', 'D')",D
32598,"('B', 'C', 'D', 'E')",D
32599,"('A', 'D', 'E')",A
32600,"('A', 'C', 'E')",A
32601,"('B', 'C')",C
32602,"('A', 'B', 'C', 'D', 'E')",B
32603,"('C', 'D', 'E')",C
32604,"('A', 'B', 'E')",B
32605,"('A', 'B', 'C', 'D', 'E')",B
32606,"('A', 'B', 'C', 'D', 'E')",C
32607,"('A', 'B', 'C', 'D')",D
32608,"('B', 'C', 'D', 'E')",C
32609,"('A', 'B', 'C', 'D')",A
32610,"('A', 'B', 'C', 'D', 'E')",B
32611,"('B', 'C', 'D')",D
32612,"('B', 'E')",E
32613,"('A', 'B', 'C', 'D', 'E')",E
32614,"('B', 'C', 'E')",E
32615,"('A', 'D', 'E')",A
32616,"('A', 'B', 'C', 'D', 'E')",E
32617,"('A', 'B', 'C', 'E')",E
32618,"('A', 'B', 'C', 'D', 'E')",B
32619,"('A', 'B', 'C')",C
32620,"('A', 'B', 'C', 'D', 'E')",C
32621,"('A', 'B', 'C', 'D')",A
32622,"('A', 'C', 'D', 'E')",D
32623,"('A', 'E')",E
32624,"('A', 'B', 'D', 'E')",E
32625,"('B', 'D', 'E')",B
32626,"('A', 'C')",C
32627,"('B', 'C', 'D', 'E')",E
32628,"('A', 'C')",C
32629,"('A', 'B', 'C', 'D', 'E')",E
32630,"('A', 'B', 'D')",D
32631,"('A', 'D')",D
32632,"('A', 'B', 'C', 'D')",D
32633,"('A', 'B', 'C', 'D', 'E')",A
32634,"('A', 'C', 'D')",D
32635,"('A', 'B', 'C', 'D', 'E')",D
32636,"('B', 'C')",C
32637,"('A', 'B', 'C', 'D', 'E')",E
32638,"('A', 'B', 'D', 'E')",D
32639,"('A', 'B', 'D', 'E')",A
32640,"('A', 'B', 'C', 'D', 'E')",C
32641,"('A', 'D')",A
32642,"('B', 'D')",D
32643,"('A', 'D', 'E')",E
32644,"('B', 'C', 'D')",B
32645,"('A', 'B', 'C', 'D', 'E')",E
32646,"('A', 'B', 'E')",B
32647,"('A', 'D', 'E')",A
32648,"('A', 'B', 'D', 'E')",B
32649,"('A', 'B', 'C', 'D', 'E')",E
32650,"('A', 'B', 'D')",B
32651,"('A', 'B', 'C', 'D', 'E')",E
32652,"('A', 'C', 'D')",D
32653,"('A', 'B', 'C', 'D', 'E')",C
32654,"('A', 'B', 'C', 'D', 'E')",D
32655,"('A', 'B', 'C', 'D')",B
32656,"('A', 'C', 'D', 'E')",E
32657,"('A', 'B', 'C', 'D', 'E')",E
32658,"('A', 'D')",D
32659,"('C', 'D')",D
32660,"('A', 'B', 'C', 'D', 'E')",E
32661,"('A', 'C', 'D', 'E')",C
32662,"('A', 'E')",A
32663,"('B', 'C', 'D', 'E')",C
32664,"('A', 'B', 'C', 'D', 'E')",E
32665,"('A', 'C')",C
32666,"('C', 'D', 'E')",C
32667,"('B', 'C', 'D', 'E')",E
32668,"('A', 'C')",C
32669,"('A', 'B', 'C', 'D', 'E')",D
32670,"('A', 'B', 'C')",A
32671,"('B', 'C', 'E')",E
32672,"('A', 'B', 'C', 'D', 'E')",E
32673,"('B', 'C', 'D', 'E')",B
32674,"('B', 'C')",B
32675,"('C', 'E')",C
32676,"('A', 'B', 'C', 'D', 'E')",A
32677,"('A', 'B', 'D', 'E')",E
32678,"('A', 'B', 'D')",D
32679,"('A', 'B', 'C', 'E')",C
32680,"('B', 'E')",B
32681,"('B', 'D')",D
32682,"('B', 'C', 'D')",D
32683,"('C', 'D', 'E')",C
32684,"('B', 'C', 'D', 'E')",E
32685,"('A', 'B', 'C', 'E')",C
32686,"('A', 'B', 'C', 'D', 'E')",E
32687,"('A', 'D', 'E')",E
32688,"('A', 'B', 'C', 'D')",C
32689,"('A', 'B', 'D')",B
32690,"('A', 'B', 'E')",A
32691,"('A', 'B', 'C', 'D', 'E')",E
32692,"('A', 'C', 'E')",A
32693,"('A', 'B', 'D', 'E')",D
32694,"('A', 'B', 'C', 'D')",D
32695,"('A', 'B', 'C', 'D', 'E')",A
32696,"('A', 'D', 'E')",E
32697,"('A', 'B', 'C', 'D', 'E')",B
32698,"('A', 'B', 'E')",A
32699,"('A', 'B', 'D')",D
32700,"('D', 'E')",E
32701,"('A', 'B', 'C', 'D', 'E')",E
32702,"('A', 'B', 'D', 'E')",A
32703,"('A', 'B', 'C', 'E')",E
32704,"('A', 'B', 'C', 'D')",A
32705,"('C', 'E')",E
32706,"('A', 'B', 'C', 'D', 'E')",C
32707,"('A', 'B', 'C', 'E')",E
32708,"('C', 'D')",D
32709,"('A', 'B', 'C', 'D', 'E')",E
32710,"('A', 'C', 'D', 'E')",E
32711,"('A', 'B', 'C', 'D', 'E')",B
32712,"('A', 'B', 'E')",B
32713,"('B', 'C', 'D', 'E')",E
32714,"('A', 'B', 'D')",D
32715,"('A', 'B', 'C', 'D', 'E')",E
32716,"('B', 'E')",E
32717,"('D', 'E')",D
32718,"('A', 'B', 'C', 'D', 'E')",E
32719,"('A', 'B', 'C')",C
32720,"('A', 'B', 'C', 'D')",D
32721,"('A', 'B')",B
32722,"('B', 'D', 'E')",D
32723,"('A', 'B', 'C', 'D', 'E')",E
32724,"('A', 'B', 'C', 'D', 'E')",E
32725,"('A', 'B', 'C', 'D')",D
32726,"('A', 'B', 'C', 'D', 'E')",D
32727,"('A', 'E')",E
32728,"('A', 'B', 'C', 'D')",D
32729,"('C', 'D', 'E')",C
32730,"('A', 'B', 'C', 'D', 'E')",E
32731,"('B', 'C', 'E')",B
32732,"('A', 'B', 'D', 'E')",E
32733,"('A', 'B', 'C', 'E')",E
32734,"('A', 'D')",D
32735,"('A', 'B', 'C', 'D', 'E')",E
32736,"('B', 'C')",C
32737,"('A', 'B', 'D', 'E')",E
32738,"('A', 'C', 'D', 'E')",E
32739,"('C', 'E')",E
32740,"('A', 'B', 'C', 'D', 'E')",E
32741,"('A', 'C', 'D', 'E')",D
32742,"('C', 'E')",C
32743,"('A', 'C', 'D', 'E')",C
32744,"('A', 'B', 'C', 'D')",C
32745,"('B', 'C', 'D', 'E')",B
32746,"('C', 'E')",E
32747,"('A', 'B', 'C', 'D')",D
32748,"('A', 'E')",A
32749,"('A', 'B', 'D', 'E')",B
32750,"('A', 'E')",E
32751,"('A', 'D', 'E')",D
32752,"('A', 'B', 'D', 'E')",D
32753,"('A', 'B', 'C', 'D', 'E')",D
32754,"('B', 'C', 'D')",C
32755,"('A', 'B', 'C', 'D', 'E')",C
32756,"('B', 'C', 'D', 'E')",D
32757,"('A', 'B', 'C', 'D', 'E')",E
32758,"('B', 'D', 'E')",E
32759,"('A', 'B', 'D')",B
32760,"('A', 'C', 'D')",D
32761,"('A', 'B', 'D', 'E')",E
32762,"('A', 'B', 'D', 'E')",B
32763,"('A', 'B', 'C', 'D', 'E')",D
32764,"('A', 'C', 'D', 'E')",E
32765,"('A', 'B', 'C', 'D')",D
32766,"('D', 'E')",E
32767,"('A', 'E')",E
32768,"('A', 'B', 'C', 'D', 'E')",A
32769,"('C', 'E')",E
32770,"('B', 'C', 'D', 'E')",E
32771,"('A', 'D', 'E')",A
32772,"('A', 'C', 'D')",A
32773,"('A', 'B', 'D', 'E')",E
32774,"('C', 'D')",D
32775,"('A', 'C', 'E')",E
32776,"('A', 'B', 'C')",C
32777,"('A', 'B', 'C', 'D', 'E')",E
32778,"('A', 'B')",A
32779,"('A', 'B', 'E')",E
32780,"('A', 'B', 'C', 'D', 'E')",D
32781,"('A', 'B', 'C', 'D', 'E')",E
32782,"('A', 'B', 'C', 'D', 'E')",B
32783,"('A', 'B', 'E')",E
32784,"('B', 'C', 'D', 'E')",D
32785,"('A', 'C')",C
32786,"('B', 'D')",D
32787,"('B', 'D')",B
32788,"('A', 'B', 'C', 'D')",D
32789,"('C', 'E')",C
32790,"('B', 'C', 'D', 'E')",B
32791,"('B', 'C', 'E')",E
32792,"('A', 'B', 'E')",E
32793,"('A', 'B')",A
32794,"('A', 'B', 'C', 'D', 'E')",C
32795,"('A', 'D')",D
32796,"('C', 'D')",D
32797,"('A', 'C', 'E')",E
32798,"('A', 'B', 'C', 'D', 'E')",E
32799,"('A', 'C', 'E')",C
32800,"('A', 'B', 'C', 'D', 'E')",E
32801,"('A', 'C', 'D', 'E')",E
32802,"('D', 'E')",E
32803,"('A', 'B', 'C', 'D', 'E')",A
32804,"('A', 'B', 'C', 'D', 'E')",C
32805,"('A', 'B', 'C', 'D', 'E')",C
32806,"('A', 'B', 'C', 'E')",A
32807,"('B', 'C', 'D', 'E')",E
32808,"('A', 'B', 'D', 'E')",B
32809,"('A', 'C', 'D', 'E')",D
32810,"('A', 'B', 'C', 'D', 'E')",A
32811,"('A', 'B', 'C', 'E')",E
32812,"('A', 'B', 'C', 'D', 'E')",E
32813,"('B', 'C')",B
32814,"('A', 'C', 'D', 'E')",E
32815,"('A', 'B', 'C', 'D')",D
32816,"('A', 'C')",C
32817,"('A', 'C', 'D')",D
32818,"('B', 'D')",B
32819,"('A', 'B', 'C', 'D', 'E')",B
32820,"('A', 'B', 'D', 'E')",E
32821,"('A', 'C')",C
32822,"('A', 'B', 'C', 'E')",C
32823,"('A', 'B', 'D', 'E')",E
32824,"('A', 'B', 'C', 'D', 'E')",E
32825,"('A', 'C', 'D', 'E')",D
32826,"('B', 'C', 'D', 'E')",E
32827,"('A', 'B', 'C', 'D', 'E')",E
32828,"('B', 'C', 'D', 'E')",C
32829,"('D', 'E')",E
32830,"('A', 'C', 'D', 'E')",A
32831,"('A', 'C', 'D', 'E')",E
32832,"('A', 'B', 'C', 'D', 'E')",E
32833,"('A', 'B', 'C', 'D', 'E')",D
32834,"('A', 'B', 'C', 'D', 'E')",D
32835,"('A', 'C', 'E')",E
32836,"('C', 'D')",C
32837,"('A', 'B', 'C', 'D')",C
32838,"('A', 'B', 'D', 'E')",E
32839,"('A', 'B', 'C', 'D', 'E')",E
32840,"('B', 'C', 'D', 'E')",C
32841,"('A', 'E')",A
32842,"('A', 'C', 'D')",D
32843,"('A', 'B', 'C', 'D', 'E')",E
32844,"('A', 'B', 'C', 'E')",E
32845,"('A', 'B', 'C', 'D', 'E')",A
32846,"('A', 'D')",D
32847,"('A', 'B', 'C', 'E')",B
32848,"('B', 'C', 'D', 'E')",C
32849,"('A', 'E')",E
32850,"('A', 'E')",A
32851,"('A', 'B', 'C', 'E')",E
32852,"('A', 'C', 'E')",E
32853,"('B', 'C')",B
32854,"('B', 'C', 'E')",B
32855,"('C', 'D')",C
32856,"('A', 'D', 'E')",A
32857,"('B', 'C', 'E')",E
32858,"('B', 'C')",C
32859,"('B', 'D', 'E')",E
32860,"('A', 'B', 'C', 'D', 'E')",D
32861,"('A', 'B', 'C', 'E')",C
32862,"('A', 'B', 'E')",A
32863,"('B', 'D', 'E')",B
32864,"('A', 'B', 'D')",D
32865,"('A', 'B', 'C', 'E')",E
32866,"('B', 'E')",E
32867,"('A', 'B', 'C', 'E')",B
32868,"('A', 'B', 'C', 'D', 'E')",A
32869,"('A', 'D')",A
32870,"('B', 'C')",B
32871,"('C', 'D', 'E')",E
32872,"('B', 'C', 'D')",D
32873,"('A', 'B', 'D')",B
32874,"('A', 'B', 'C', 'D', 'E')",E
32875,"('A', 'B', 'C', 'D', 'E')",B
32876,"('A', 'B', 'C', 'E')",E
32877,"('A', 'D')",A
32878,"('A', 'B')",A
32879,"('A', 'D', 'E')",E
32880,"('C', 'D', 'E')",C
32881,"('A', 'B', 'C', 'D')",C
32882,"('A', 'B')",A
32883,"('B', 'C', 'D', 'E')",E
32884,"('A', 'B', 'D', 'E')",A
32885,"('A', 'C')",C
32886,"('B', 'C', 'D', 'E')",E
32887,"('A', 'B', 'D')",D
32888,"('B', 'C', 'D')",B
32889,"('A', 'B', 'C', 'D', 'E')",A
32890,"('A', 'B', 'E')",E
32891,"('B', 'E')",B
32892,"('A', 'D', 'E')",E
32893,"('D', 'E')",E
32894,"('A', 'B', 'C', 'D', 'E')",C
32895,"('A', 'B', 'E')",A
32896,"('A', 'E')",E
32897,"('A', 'B')",B
32898,"('A', 'B')",B
32899,"('A', 'B', 'C', 'E')",A
32900,"('B', 'C')",B
32901,"('A', 'B', 'C', 'D', 'E')",C
32902,"('B', 'D')",D
32903,"('A', 'C', 'E')",E
32904,"('A', 'B', 'C', 'D', 'E')",E
32905,"('C', 'E')",E
32906,"('A', 'B', 'C', 'D', 'E')",D
32907,"('A', 'B', 'E')",B
32908,"('B', 'E')",E
32909,"('B', 'C')",B
32910,"('B', 'C', 'E')",C
32911,"('A', 'B', 'C', 'D', 'E')",D
32912,"('A', 'B', 'C', 'D', 'E')",E
32913,"('A', 'B', 'D', 'E')",A
32914,"('A', 'B', 'C', 'D', 'E')",D
32915,"('B', 'C', 'E')",B
32916,"('A', 'B', 'C', 'D')",D
32917,"('A', 'B', 'D')",D
32918,"('C', 'E')",C
32919,"('A', 'B', 'C', 'D', 'E')",A
32920,"('C', 'D', 'E')",C
32921,"('A', 'B', 'C', 'E')",C
32922,"('B', 'C', 'D')",D
32923,"('A', 'B', 'C')",C
32924,"('A', 'B', 'C', 'D', 'E')",C
32925,"('A', 'B', 'C', 'D', 'E')",E
32926,"('A', 'B', 'C', 'D')",D
32927,"('A', 'C')",C
32928,"('C', 'D')",D
32929,"('A', 'B', 'C', 'D', 'E')",B
32930,"('A', 'C', 'E')",A
32931,"('A', 'B', 'C', 'D', 'E')",E
32932,"('C', 'E')",E
32933,"('A', 'B', 'C', 'D', 'E')",B
32934,"('A', 'B', 'C', 'D', 'E')",E
32935,"('A', 'D')",A
32936,"('A', 'B', 'C', 'D', 'E')",A
32937,"('A', 'C', 'D', 'E')",D
32938,"('B', 'C', 'D', 'E')",E
32939,"('A', 'D')",D
32940,"('C', 'E')",C
32941,"('A', 'B', 'C', 'D', 'E')",E
32942,"('A', 'B', 'D', 'E')",E
32943,"('C', 'D')",C
32944,"('A', 'B', 'D', 'E')",D
32945,"('A', 'B', 'C', 'D', 'E')",C
32946,"('A', 'B', 'C', 'D')",C
32947,"('A', 'B', 'D', 'E')",E
32948,"('A', 'B', 'D', 'E')",E
32949,"('A', 'B', 'C', 'D', 'E')",E
32950,"('A', 'B', 'C', 'D', 'E')",E
32951,"('A', 'C', 'D', 'E')",E
32952,"('A', 'B', 'D')",D
32953,"('A', 'C', 'D', 'E')",E
32954,"('A', 'B', 'C', 'D', 'E')",E
32955,"('B', 'D', 'E')",B
32956,"('A', 'B', 'E')",B
32957,"('A', 'B', 'C', 'D')",D
32958,"('A', 'B', 'C', 'D', 'E')",E
32959,"('A', 'D', 'E')",A
32960,"('B', 'E')",E
32961,"('A', 'B', 'C', 'D', 'E')",B
32962,"('A', 'B', 'C', 'D', 'E')",D
32963,"('B', 'C')",B
32964,"('A', 'B', 'C', 'E')",E
32965,"('A', 'B', 'D')",D
32966,"('A', 'E')",E
32967,"('D', 'E')",D
32968,"('B', 'D')",B
32969,"('B', 'C')",C
32970,"('B', 'C')",C
32971,"('A', 'B', 'C', 'D', 'E')",A
32972,"('C', 'D')",D
32973,"('B', 'C', 'D', 'E')",E
32974,"('A', 'B', 'C', 'D', 'E')",C
32975,"('A', 'C')",C
32976,"('A', 'C', 'D', 'E')",C
32977,"('A', 'C')",A
32978,"('B', 'C', 'D', 'E')",E
32979,"('A', 'D', 'E')",A
32980,"('C', 'E')",E
32981,"('B', 'E')",E
32982,"('A', 'B', 'C', 'D', 'E')",E
32983,"('A', 'B', 'C', 'D', 'E')",B
32984,"('B', 'C', 'D')",D
32985,"('A', 'B', 'D')",D
32986,"('B', 'C', 'D')",D
32987,"('A', 'C', 'D', 'E')",C
32988,"('A', 'B', 'C', 'D', 'E')",B
32989,"('B', 'C', 'E')",C
32990,"('B', 'C', 'E')",E
32991,"('B', 'C', 'E')",C
32992,"('A', 'E')",E
32993,"('A', 'B', 'C', 'D', 'E')",E
32994,"('B', 'D', 'E')",B
32995,"('B', 'C', 'D', 'E')",C
32996,"('A', 'D')",A
32997,"('A', 'D')",D
32998,"('A', 'B', 'D', 'E')",E
32999,"('B', 'D')",B
33000,"('A', 'C')",C
33001,"('B', 'D')",D
33002,"('C', 'E')",E
33003,"('B', 'C', 'D', 'E')",D
33004,"('C', 'D', 'E')",C
33005,"('A', 'C')",A
33006,"('B', 'D', 'E')",E
33007,"('B', 'E')",E
33008,"('B', 'C', 'E')",E
33009,"('A', 'B', 'C', 'D', 'E')",D
33010,"('B', 'C', 'E')",E
33011,"('C', 'D', 'E')",C
33012,"('A', 'B', 'D', 'E')",E
33013,"('A', 'B', 'C', 'D', 'E')",A
33014,"('A', 'C')",C
33015,"('B', 'C')",B
33016,"('A', 'D', 'E')",A
33017,"('B', 'D', 'E')",E
33018,"('A', 'B', 'C', 'D', 'E')",C
33019,"('B', 'E')",B
33020,"('A', 'C', 'D')",C
33021,"('A', 'B')",A
33022,"('A', 'B', 'D', 'E')",E
33023,"('A', 'E')",A
33024,"('A', 'B', 'D', 'E')",B
33025,"('C', 'D', 'E')",C
33026,"('B', 'C', 'D', 'E')",B
33027,"('A', 'B', 'C', 'D', 'E')",E
33028,"('B', 'C', 'E')",E
33029,"('A', 'B', 'C', 'D', 'E')",E
33030,"('A', 'B')",B
33031,"('A', 'B', 'C', 'E')",E
33032,"('B', 'D', 'E')",B
33033,"('A', 'B', 'C', 'E')",E
33034,"('A', 'B', 'C', 'D', 'E')",C
33035,"('C', 'D')",C
33036,"('B', 'C')",C
33037,"('A', 'B', 'C', 'D', 'E')",E
33038,"('B', 'D')",B
33039,"('A', 'B', 'C', 'D')",D
33040,"('C', 'D', 'E')",E
33041,"('A', 'B', 'C', 'D', 'E')",D
33042,"('A', 'B', 'D', 'E')",E
33043,"('B', 'C', 'E')",E
33044,"('C', 'D')",D
33045,"('A', 'B', 'C', 'D', 'E')",E
33046,"('A', 'B', 'E')",E
33047,"('A', 'B', 'D', 'E')",B
33048,"('A', 'B', 'C', 'D', 'E')",E
33049,"('B', 'C', 'D')",D
33050,"('D', 'E')",E
33051,"('C', 'E')",E
33052,"('B', 'C', 'D', 'E')",D
33053,"('A', 'B', 'C', 'D', 'E')",D
33054,"('A', 'B')",B
33055,"('C', 'D', 'E')",E
33056,"('A', 'C', 'E')",E
33057,"('B', 'D', 'E')",E
33058,"('B', 'C', 'D', 'E')",E
33059,"('C', 'D', 'E')",C
33060,"('B', 'D', 'E')",B
33061,"('C', 'D')",D
33062,"('A', 'B', 'C', 'D', 'E')",B
33063,"('A', 'B')",B
33064,"('A', 'B', 'C', 'D', 'E')",B
33065,"('A', 'B', 'C', 'D', 'E')",E
33066,"('A', 'B', 'C', 'D', 'E')",C
33067,"('A', 'B', 'D')",D
33068,"('A', 'B', 'C', 'D', 'E')",E
33069,"('A', 'B', 'C', 'D', 'E')",E
33070,"('A', 'D', 'E')",E
33071,"('A', 'B', 'E')",A
33072,"('A', 'B', 'C', 'D', 'E')",B
33073,"('A', 'B', 'C', 'D', 'E')",E
33074,"('A', 'E')",A
33075,"('A', 'B', 'E')",A
33076,"('B', 'C', 'E')",E
33077,"('A', 'B', 'C', 'D', 'E')",C
33078,"('B', 'D', 'E')",E
33079,"('A', 'B', 'C', 'D', 'E')",B
33080,"('A', 'C', 'D', 'E')",C
33081,"('A', 'B', 'D', 'E')",D
33082,"('A', 'B', 'C')",B
33083,"('A', 'B', 'C', 'D')",D
33084,"('C', 'E')",E
33085,"('A', 'E')",A
33086,"('A', 'B', 'D', 'E')",E
33087,"('A', 'E')",E
33088,"('A', 'B')",A
33089,"('A', 'B', 'D')",B
33090,"('A', 'C')",C
33091,"('A', 'D')",A
33092,"('B', 'D', 'E')",D
33093,"('B', 'E')",B
33094,"('A', 'B', 'C', 'D', 'E')",C
33095,"('A', 'B', 'C', 'D', 'E')",E
33096,"('A', 'B', 'C', 'D', 'E')",E
33097,"('A', 'B', 'C', 'D')",D
33098,"('A', 'B', 'C', 'D', 'E')",B
33099,"('A', 'B', 'C')",A
33100,"('A', 'B', 'D', 'E')",E
33101,"('A', 'B', 'C', 'D', 'E')",D
33102,"('B', 'C', 'D', 'E')",E
33103,"('A', 'B', 'C', 'D', 'E')",E
33104,"('A', 'D')",A
33105,"('A', 'C', 'D', 'E')",E
33106,"('A', 'B', 'C', 'D', 'E')",E
33107,"('C', 'E')",E
33108,"('A', 'B', 'C', 'E')",E
33109,"('A', 'B', 'D', 'E')",D
33110,"('C', 'E')",C
33111,"('A', 'C', 'D', 'E')",C
33112,"('A', 'B', 'C', 'E')",E
33113,"('A', 'B', 'C', 'D', 'E')",E
33114,"('B', 'C', 'D')",D
33115,"('A', 'B', 'C')",C
33116,"('B', 'C', 'D', 'E')",D
33117,"('B', 'C', 'E')",C
33118,"('C', 'E')",E
33119,"('B', 'D')",D
33120,"('B', 'C', 'D', 'E')",D
33121,"('B', 'D', 'E')",E
33122,"('A', 'C')",C
33123,"('C', 'D')",D
33124,"('C', 'D')",C
33125,"('A', 'B', 'C')",C
33126,"('B', 'C', 'D', 'E')",E
33127,"('A', 'B', 'C', 'D', 'E')",E
33128,"('C', 'D')",D
33129,"('B', 'C', 'D', 'E')",B
33130,"('A', 'D', 'E')",E
33131,"('A', 'B', 'C')",B
33132,"('A', 'B', 'C', 'D', 'E')",C
33133,"('A', 'B', 'C', 'D')",D
33134,"('C', 'D')",C
33135,"('C', 'D')",D
33136,"('A', 'B', 'C', 'D', 'E')",E
33137,"('B', 'C')",B
33138,"('A', 'D', 'E')",E
33139,"('A', 'B', 'C', 'D', 'E')",E
33140,"('C', 'E')",E
33141,"('A', 'B', 'C', 'D')",D
33142,"('A', 'C', 'D', 'E')",E
33143,"('B', 'C', 'D')",D
33144,"('A', 'B', 'C', 'D', 'E')",E
33145,"('A', 'E')",A
33146,"('B', 'C', 'E')",B
33147,"('B', 'C', 'D', 'E')",E
33148,"('A', 'B', 'C', 'D', 'E')",C
33149,"('A', 'B', 'C', 'D', 'E')",D
33150,"('C', 'E')",C
33151,"('C', 'D')",D
33152,"('A', 'B')",B
33153,"('B', 'C', 'D', 'E')",D
33154,"('A', 'B')",A
33155,"('A', 'B', 'C', 'D', 'E')",E
33156,"('A', 'C')",C
33157,"('B', 'D')",D
33158,"('A', 'B', 'C', 'D', 'E')",E
33159,"('C', 'E')",E
33160,"('A', 'D', 'E')",A
33161,"('D', 'E')",E
33162,"('A', 'B', 'C', 'D')",D
33163,"('A', 'E')",E
33164,"('A', 'C')",C
33165,"('A', 'B', 'D', 'E')",D
33166,"('A', 'B', 'E')",E
33167,"('A', 'B', 'C', 'D', 'E')",E
33168,"('C', 'D')",D
33169,"('B', 'D')",D
33170,"('B', 'C', 'E')",C
33171,"('A', 'B', 'C', 'D', 'E')",E
33172,"('A', 'B', 'C', 'D', 'E')",E
33173,"('B', 'C')",B
33174,"('B', 'C', 'D', 'E')",C
33175,"('A', 'B')",A
33176,"('B', 'C', 'E')",E
33177,"('A', 'B', 'C', 'D', 'E')",E
33178,"('A', 'B', 'C', 'D', 'E')",C
33179,"('A', 'B', 'C', 'D', 'E')",E
33180,"('B', 'E')",B
33181,"('C', 'D')",D
33182,"('B', 'C', 'D', 'E')",E
33183,"('C', 'E')",C
33184,"('A', 'B', 'C', 'D', 'E')",D
33185,"('A', 'B', 'C', 'D', 'E')",E
33186,"('A', 'C', 'D', 'E')",D
33187,"('A', 'B', 'C', 'E')",E
33188,"('A', 'C')",A
33189,"('A', 'B', 'C', 'D', 'E')",E
33190,"('A', 'B')",B
33191,"('A', 'B', 'C', 'D', 'E')",E
33192,"('A', 'C', 'D')",C
33193,"('A', 'B', 'E')",A
33194,"('B', 'D')",D
33195,"('B', 'C', 'D')",B
33196,"('B', 'C', 'D', 'E')",C
33197,"('A', 'C', 'E')",E
33198,"('C', 'E')",C
33199,"('A', 'C', 'D')",D
33200,"('A', 'C')",C
33201,"('A', 'B', 'C', 'D', 'E')",E
33202,"('A', 'B', 'E')",E
33203,"('A', 'E')",A
33204,"('B', 'D', 'E')",B
33205,"('A', 'B', 'C', 'D', 'E')",E
33206,"('A', 'B', 'C', 'D', 'E')",D
33207,"('A', 'B', 'C', 'D', 'E')",B
33208,"('A', 'B', 'C', 'D', 'E')",E
33209,"('A', 'B', 'C', 'D', 'E')",E
33210,"('B', 'C', 'D', 'E')",B
33211,"('A', 'B', 'C')",C
33212,"('A', 'B', 'D', 'E')",A
33213,"('A', 'B', 'C')",C
