,choice_set,choice
32324,"('2', '3', '4', '5')",4
32325,"('1', '2', '3', '4', '5')",1
32326,"('2', '4')",2
32327,"('1', '2', '3', '4', '5')",4
32328,"('1', '2', '3', '4', '5')",1
32329,"('1', '4')",1
32330,"('1', '2', '3', '5')",1
32331,"('3', '4')",4
32332,"('1', '2', '4', '5')",2
32333,"('1', '2', '5')",2
32334,"('1', '2', '3', '4', '5')",3
32335,"('1', '2', '3', '4', '5')",3
32336,"('1', '2', '4', '5')",2
32337,"('2', '3')",2
32338,"('1', '2', '3', '5')",1
32339,"('1', '3', '4', '5')",4
32340,"('1', '4')",1
32341,"('1', '2', '3', '4', '5')",4
32342,"('1', '3', '4')",1
32343,"('2', '4')",2
32344,"('1', '5')",5
32345,"('1', '2', '3', '4', '5')",1
32346,"('1', '2', '3', '4', '5')",1
32347,"('1', '2', '4', '5')",4
32348,"('1', '3', '4', '5')",4
32349,"('1', '3', '4', '5')",4
32350,"('1', '2', '3', '4', '5')",5
32351,"('1', '2', '3', '4', '5')",4
32352,"('1', '3')",1
32353,"('1', '2', '3', '4', '5')",2
32354,"('3', '4')",4
32355,"('1', '2', '3', '4')",1
32356,"('2', '3', '5')",5
32357,"('1', '2', '3', '4', '5')",4
32358,"('1', '2', '5')",2
32359,"('1', '2', '3', '4', '5')",5
32360,"('1', '3', '4', '5')",3
32361,"('2', '5')",5
32362,"('2', '5')",5
32363,"('1', '2', '3', '5')",1
32364,"('2', '4')",2
32365,"('2', '3')",2
32366,"('1', '2', '3', '4')",1
32367,"('2', '4', '5')",4
32368,"('1', '2', '3', '4', '5')",2
32369,"('4', '5')",5
32370,"('1', '2', '3', '4', '5')",1
32371,"('2', '4')",2
32372,"('1', '2', '5')",1
32373,"('1', '3', '5')",1
32374,"('1', '2', '3', '4')",2
32375,"('1', '2', '5')",2
32376,"('1', '2', '3', '4', '5')",4
32377,"('1', '2', '3', '4', '5')",1
32378,"('1', '2', '3')",3
32379,"('1', '5')",1
32380,"('3', '4')",3
32381,"('2', '5')",2
32382,"('2', '3', '4', '5')",5
32383,"('1', '2', '3', '4', '5')",2
32384,"('1', '2', '3', '4', '5')",3
32385,"('1', '2', '3', '4', '5')",2
32386,"('2', '3', '4', '5')",2
32387,"('3', '4')",4
32388,"('1', '2', '4', '5')",2
32389,"('2', '4')",4
32390,"('1', '4', '5')",5
32391,"('1', '2', '4', '5')",5
32392,"('1', '2', '3', '4')",3
32393,"('1', '2', '3', '5')",1
32394,"('1', '2', '3', '4', '5')",1
32395,"('1', '2')",2
32396,"('1', '2', '3', '4', '5')",1
32397,"('1', '5')",5
32398,"('1', '2', '3', '4', '5')",1
32399,"('1', '2', '3', '4')",2
32400,"('1', '2', '4', '5')",1
32401,"('1', '2', '3', '5')",3
32402,"('1', '2', '3', '5')",1
32403,"('3', '5')",3
32404,"('1', '2', '3', '4', '5')",4
32405,"('3', '4')",4
32406,"('2', '5')",5
32407,"('3', '5')",5
32408,"('1', '2', '3', '5')",5
32409,"('1', '3')",1
32410,"('1', '2', '3', '5')",1
32411,"('1', '2', '3', '5')",5
32412,"('1', '2', '3', '5')",1
32413,"('1', '4')",4
32414,"('1', '3')",3
32415,"('1', '2', '3', '4', '5')",2
32416,"('1', '3')",3
32417,"('2', '3', '4', '5')",3
32418,"('1', '2', '3', '4', '5')",2
32419,"('1', '4')",1
32420,"('1', '2', '3', '4', '5')",1
32421,"('2', '4', '5')",2
32422,"('3', '5')",5
32423,"('1', '2', '3', '4', '5')",1
32424,"('1', '2', '3', '4', '5')",2
32425,"('1', '2', '4')",4
32426,"('1', '2', '3', '5')",1
32427,"('3', '4', '5')",5
32428,"('1', '2', '4')",2
32429,"('1', '2', '3', '4')",2
32430,"('2', '3', '4')",2
32431,"('2', '4', '5')",2
32432,"('1', '2', '3', '4', '5')",3
32433,"('2', '5')",2
32434,"('1', '3', '4', '5')",3
32435,"('1', '3', '4', '5')",5
32436,"('3', '4', '5')",3
32437,"('2', '3', '4', '5')",2
32438,"('1', '4', '5')",4
32439,"('2', '3', '4', '5')",2
32440,"('2', '5')",5
32441,"('1', '2')",2
32442,"('1', '2', '3', '5')",1
32443,"('2', '3', '4', '5')",2
32444,"('1', '2', '4', '5')",4
32445,"('1', '2', '3', '4', '5')",3
32446,"('1', '2', '3', '4', '5')",4
32447,"('1', '2', '4')",2
32448,"('1', '2', '3')",1
32449,"('1', '2', '3', '4', '5')",2
32450,"('1', '2', '3', '4', '5')",2
32451,"('1', '3', '5')",1
32452,"('3', '4', '5')",4
32453,"('1', '2', '3', '4', '5')",2
32454,"('2', '3', '4', '5')",2
32455,"('3', '4')",4
32456,"('1', '3')",1
32457,"('1', '2', '3', '4', '5')",2
32458,"('1', '2', '3', '4', '5')",2
32459,"('3', '5')",5
32460,"('3', '5')",5
32461,"('1', '2', '3', '4', '5')",4
32462,"('2', '4', '5')",4
32463,"('1', '2', '3', '4', '5')",2
32464,"('3', '4', '5')",5
32465,"('1', '2', '3', '4')",1
32466,"('1', '2', '3', '4', '5')",1
32467,"('1', '2', '3', '4', '5')",1
32468,"('1', '2', '3', '4', '5')",1
32469,"('1', '2', '3', '4')",2
32470,"('1', '2', '3', '4', '5')",3
32471,"('1', '2', '3')",1
32472,"('1', '2', '3')",2
32473,"('1', '4')",4
32474,"('2', '3', '4', '5')",2
32475,"('2', '3', '4', '5')",3
32476,"('1', '3')",1
32477,"('1', '2', '3', '4')",1
32478,"('1', '2', '3', '4', '5')",1
32479,"('1', '5')",1
32480,"('2', '3', '4', '5')",3
32481,"('3', '4')",3
32482,"('1', '2', '3', '4', '5')",2
32483,"('2', '3', '4')",3
32484,"('1', '4')",4
32485,"('1', '2', '4', '5')",1
32486,"('1', '3', '4')",1
32487,"('2', '3', '4', '5')",5
32488,"('1', '2', '4', '5')",2
32489,"('1', '2', '3', '4', '5')",1
32490,"('1', '2', '3', '4', '5')",1
32491,"('1', '2', '3', '5')",1
32492,"('1', '2')",2
32493,"('1', '2', '3')",3
32494,"('1', '3', '4')",4
32495,"('1', '2', '3', '4', '5')",4
32496,"('1', '2', '3', '4')",4
32497,"('1', '2', '3', '4', '5')",1
32498,"('1', '2', '3', '4', '5')",1
32499,"('1', '2', '3', '4', '5')",5
32500,"('1', '2', '3', '4')",1
32501,"('1', '2', '5')",2
32502,"('2', '3', '5')",5
32503,"('1', '2', '3', '4', '5')",4
32504,"('2', '3', '5')",5
32505,"('1', '2', '3', '4', '5')",3
32506,"('2', '5')",2
32507,"('1', '5')",1
32508,"('1', '3')",3
32509,"('1', '4')",4
32510,"('3', '5')",5
32511,"('3', '5')",5
32512,"('1', '2', '4', '5')",1
32513,"('2', '3')",2
32514,"('1', '2', '3', '4', '5')",4
32515,"('1', '2', '3', '4', '5')",1
32516,"('1', '3', '4', '5')",3
32517,"('2', '3', '5')",5
32518,"('1', '3', '4', '5')",3
32519,"('2', '3', '4', '5')",4
32520,"('1', '2', '4')",2
32521,"('1', '2', '3', '4', '5')",3
32522,"('1', '4')",4
32523,"('1', '2', '4', '5')",4
32524,"('3', '5')",5
32525,"('1', '2', '3', '4', '5')",3
32526,"('1', '3', '4', '5')",1
32527,"('2', '4', '5')",2
32528,"('1', '2', '3', '5')",5
32529,"('1', '2')",2
32530,"('1', '2', '4', '5')",4
32531,"('1', '3', '4', '5')",1
32532,"('1', '2', '3')",3
32533,"('1', '2', '3', '4', '5')",3
32534,"('1', '2', '3', '4', '5')",4
32535,"('1', '2', '4')",1
32536,"('1', '2', '4')",4
32537,"('1', '2', '3', '4', '5')",1
32538,"('1', '2', '3', '4', '5')",4
32539,"('1', '2', '4', '5')",4
32540,"('1', '3')",1
32541,"('1', '2')",1
32542,"('1', '2', '3')",1
32543,"('1', '2', '3', '4', '5')",3
32544,"('1', '2')",2
32545,"('1', '2', '3', '4', '5')",1
32546,"('1', '2', '3', '4', '5')",3
32547,"('1', '3', '4')",1
32548,"('1', '4', '5')",5
32549,"('1', '3', '4')",4
32550,"('3', '5')",3
32551,"('1', '2', '5')",1
32552,"('2', '3', '4', '5')",5
32553,"('3', '4')",4
32554,"('1', '3', '4', '5')",1
32555,"('1', '2', '3', '4', '5')",3
32556,"('3', '4')",4
32557,"('1', '2', '3', '4', '5')",1
32558,"('1', '3', '4', '5')",1
32559,"('1', '2', '4')",1
32560,"('1', '2', '3', '5')",5
32561,"('1', '2', '4', '5')",4
32562,"('1', '5')",5
32563,"('1', '2', '3', '4')",2
32564,"('1', '2', '3', '4', '5')",3
32565,"('3', '4', '5')",3
32566,"('2', '4')",4
32567,"('2', '3', '5')",2
32568,"('1', '2', '5')",5
32569,"('1', '2', '3')",1
32570,"('1', '2', '5')",2
32571,"('1', '2', '3', '4', '5')",1
32572,"('2', '3', '4')",2
32573,"('1', '3', '4', '5')",5
32574,"('3', '4')",4
32575,"('1', '2', '3', '4', '5')",4
32576,"('1', '2', '4')",2
32577,"('1', '2', '4', '5')",1
32578,"('1', '2', '3', '4', '5')",3
32579,"('1', '3', '4', '5')",5
32580,"('1', '2', '4', '5')",4
32581,"('2', '4')",4
32582,"('2', '5')",5
32583,"('1', '2', '3', '4', '5')",3
32584,"('2', '3', '4', '5')",2
32585,"('1', '2', '3', '4', '5')",3
32586,"('2', '3', '5')",5
32587,"('3', '4')",4
32588,"('2', '3')",2
32589,"('1', '2', '4')",4
32590,"('1', '2', '3', '5')",1
32591,"('1', '4')",4
32592,"('2', '3', '4')",2
32593,"('1', '2', '3', '4', '5')",4
32594,"('1', '2', '3', '4', '5')",5
32595,"('1', '4')",4
32596,"('1', '3', '4')",4
32597,"('1', '2', '3', '4', '5')",4
32598,"('1', '2', '3', '4', '5')",1
32599,"('2', '3', '4')",3
32600,"('1', '3')",3
32601,"('1', '5')",1
32602,"('2', '3', '4')",3
32603,"('2', '3', '4', '5')",3
32604,"('1', '2', '4', '5')",1
32605,"('1', '4', '5')",1
32606,"('1', '2', '3', '4')",1
32607,"('2', '4', '5')",2
32608,"('1', '2', '3', '4', '5')",1
32609,"('2', '3')",3
32610,"('1', '2', '3', '5')",3
32611,"('1', '3', '5')",5
32612,"('3', '5')",5
32613,"('1', '2', '3', '5')",1
32614,"('1', '2', '4', '5')",2
32615,"('2', '3')",2
32616,"('3', '4', '5')",5
32617,"('1', '2', '5')",5
32618,"('3', '4', '5')",5
32619,"('1', '2', '3')",1
32620,"('2', '4')",2
32621,"('1', '2', '4', '5')",1
32622,"('1', '2', '3', '4', '5')",5
32623,"('1', '2', '3')",3
32624,"('1', '2', '3', '4', '5')",2
32625,"('1', '3', '4', '5')",4
32626,"('1', '3', '5')",1
32627,"('1', '3', '4', '5')",3
32628,"('2', '3')",3
32629,"('1', '2', '3', '4', '5')",5
32630,"('1', '2', '5')",5
32631,"('1', '2', '3', '4', '5')",1
32632,"('1', '2', '3', '4')",3
32633,"('1', '2', '4', '5')",4
32634,"('1', '3')",3
32635,"('1', '4', '5')",1
32636,"('1', '2', '3', '4', '5')",1
32637,"('3', '5')",5
32638,"('1', '2', '3', '4', '5')",4
32639,"('3', '5')",3
32640,"('3', '4', '5')",4
32641,"('4', '5')",5
32642,"('1', '3', '4', '5')",1
32643,"('2', '3', '4')",3
32644,"('1', '2', '3', '4', '5')",3
32645,"('2', '3', '5')",2
32646,"('1', '3', '4', '5')",3
32647,"('1', '2', '3', '4', '5')",1
32648,"('1', '5')",1
32649,"('1', '5')",1
32650,"('1', '2', '3', '4', '5')",1
32651,"('2', '3', '5')",5
32652,"('1', '3', '4', '5')",1
32653,"('2', '4', '5')",2
32654,"('1', '2', '3', '5')",1
32655,"('1', '2', '3')",1
32656,"('3', '4')",3
32657,"('1', '2')",1
32658,"('1', '2', '3', '4', '5')",2
32659,"('3', '4', '5')",3
32660,"('1', '4', '5')",4
32661,"('1', '2')",2
32662,"('1', '3')",3
32663,"('2', '3', '4', '5')",5
32664,"('1', '2', '3')",3
32665,"('3', '4')",4
32666,"('1', '2', '3', '4', '5')",3
32667,"('3', '4', '5')",4
32668,"('1', '5')",1
32669,"('1', '3', '4', '5')",3
32670,"('2', '3', '4', '5')",5
32671,"('1', '2', '3', '4', '5')",1
32672,"('2', '3', '4')",4
32673,"('2', '5')",5
32674,"('3', '4', '5')",3
32675,"('1', '4', '5')",4
32676,"('1', '4', '5')",5
32677,"('1', '4')",1
32678,"('1', '2', '3', '4', '5')",1
32679,"('3', '4')",3
32680,"('1', '2', '5')",1
32681,"('1', '4', '5')",4
32682,"('1', '2', '3', '4', '5')",4
32683,"('1', '2', '3', '4', '5')",2
32684,"('1', '2')",2
32685,"('1', '2', '3', '4', '5')",1
32686,"('2', '3')",3
32687,"('1', '5')",5
32688,"('2', '3')",3
32689,"('1', '2', '3', '4', '5')",2
32690,"('1', '2', '3', '4', '5')",2
32691,"('1', '3', '4')",1
32692,"('1', '2', '3', '5')",2
32693,"('1', '2', '3', '4', '5')",1
32694,"('1', '2', '3', '4')",1
32695,"('1', '2', '4', '5')",2
32696,"('2', '3', '4', '5')",5
32697,"('1', '2', '3', '5')",1
32698,"('2', '3', '5')",5
32699,"('1', '2', '3', '4', '5')",1
32700,"('1', '2', '4')",2
32701,"('1', '3', '5')",5
32702,"('1', '2', '3', '5')",1
32703,"('1', '2', '3', '4', '5')",2
32704,"('1', '2', '3', '4', '5')",2
32705,"('1', '2', '5')",5
32706,"('1', '2', '3', '4', '5')",1
32707,"('1', '3', '5')",1
32708,"('2', '3', '4', '5')",5
32709,"('1', '2', '3', '4', '5')",1
32710,"('1', '2', '3', '4', '5')",2
32711,"('3', '4')",3
32712,"('1', '2', '3', '4', '5')",4
32713,"('2', '3', '5')",2
32714,"('4', '5')",4
32715,"('1', '3')",3
32716,"('1', '3', '5')",5
32717,"('3', '5')",5
32718,"('1', '2', '3', '4', '5')",3
32719,"('4', '5')",4
32720,"('1', '2', '3', '4', '5')",2
32721,"('1', '2', '3', '4', '5')",1
32722,"('3', '5')",3
32723,"('1', '4', '5')",4
32724,"('1', '3')",3
32725,"('1', '2', '3', '4', '5')",4
32726,"('1', '2', '3', '4', '5')",1
32727,"('1', '2', '4')",1
32728,"('1', '4')",1
32729,"('1', '2', '3', '4', '5')",2
32730,"('1', '2', '3', '4', '5')",2
32731,"('1', '3', '4', '5')",5
32732,"('1', '2', '3', '4', '5')",1
32733,"('1', '2', '3', '4', '5')",1
32734,"('3', '5')",3
32735,"('2', '5')",5
32736,"('2', '3', '5')",5
32737,"('1', '2', '3', '4', '5')",2
32738,"('4', '5')",4
32739,"('1', '2')",1
32740,"('1', '3')",1
32741,"('2', '3', '4', '5')",3
32742,"('3', '4')",4
32743,"('1', '4')",4
32744,"('3', '4')",4
32745,"('1', '4', '5')",1
32746,"('3', '4', '5')",3
32747,"('1', '2', '3', '5')",2
32748,"('2', '3', '4')",2
32749,"('2', '5')",5
32750,"('1', '2', '3', '4', '5')",5
32751,"('1', '2', '3', '4', '5')",4
32752,"('4', '5')",4
32753,"('1', '2', '3', '4', '5')",1
32754,"('1', '2', '3', '4', '5')",1
32755,"('3', '5')",5
32756,"('1', '3', '4', '5')",4
32757,"('2', '3', '4', '5')",5
32758,"('3', '4', '5')",5
32759,"('1', '4')",4
32760,"('1', '2', '3', '4')",2
32761,"('1', '4', '5')",1
32762,"('1', '2', '3', '4', '5')",3
32763,"('2', '3')",2
32764,"('1', '3', '5')",1
32765,"('1', '4')",1
32766,"('1', '3', '4')",3
32767,"('1', '2')",2
32768,"('1', '3', '4', '5')",5
32769,"('1', '2', '3', '4')",1
32770,"('1', '2', '3', '5')",5
32771,"('2', '4', '5')",4
32772,"('3', '4', '5')",4
32773,"('4', '5')",5
32774,"('1', '2', '4')",4
32775,"('3', '4', '5')",5
32776,"('1', '3')",1
32777,"('1', '2', '4', '5')",2
32778,"('1', '2', '3', '4', '5')",2
32779,"('1', '2', '3', '4')",2
32780,"('2', '3', '5')",3
32781,"('2', '4')",2
32782,"('2', '5')",5
32783,"('1', '2', '3', '4', '5')",1
32784,"('4', '5')",4
32785,"('1', '2', '5')",5
32786,"('1', '2')",1
32787,"('1', '2', '3', '4', '5')",2
32788,"('1', '3', '4', '5')",1
32789,"('1', '2', '3', '4', '5')",2
32790,"('1', '4', '5')",5
32791,"('3', '5')",3
32792,"('1', '2', '4', '5')",1
32793,"('1', '2', '3', '4', '5')",2
32794,"('1', '2', '3', '4', '5')",1
32795,"('1', '2', '3', '4', '5')",1
32796,"('1', '2', '3', '4', '5')",1
32797,"('1', '3')",3
32798,"('1', '4')",1
32799,"('1', '2', '3', '5')",3
32800,"('1', '2', '3', '4', '5')",4
32801,"('1', '3')",3
32802,"('1', '2', '3', '4', '5')",4
32803,"('1', '4', '5')",5
32804,"('1', '2', '3', '4', '5')",2
32805,"('2', '3')",2
32806,"('2', '4', '5')",2
32807,"('3', '4')",4
32808,"('1', '2', '3', '4', '5')",2
32809,"('2', '3', '4', '5')",5
32810,"('1', '3', '4')",1
32811,"('1', '2', '4', '5')",1
32812,"('1', '3', '5')",3
32813,"('1', '2')",1
32814,"('1', '2', '4', '5')",2
32815,"('1', '2', '3', '4', '5')",2
32816,"('1', '2', '3', '4')",3
32817,"('2', '4', '5')",4
32818,"('1', '2', '3', '4', '5')",2
32819,"('1', '2', '4', '5')",4
32820,"('3', '4')",3
32821,"('1', '5')",5
32822,"('1', '2', '3', '4')",2
32823,"('1', '2')",1
32824,"('4', '5')",5
32825,"('3', '4')",4
32826,"('4', '5')",5
32827,"('1', '2', '3', '5')",2
32828,"('1', '2', '4')",2
32829,"('1', '4')",4
32830,"('1', '2', '3', '4', '5')",1
32831,"('1', '2', '3', '4', '5')",1
32832,"('3', '4')",3
32833,"('1', '2', '3', '5')",1
32834,"('1', '2', '3', '4', '5')",2
32835,"('1', '3', '4')",4
32836,"('1', '2', '3', '4', '5')",3
32837,"('2', '5')",5
32838,"('2', '3', '4', '5')",4
32839,"('2', '3')",2
32840,"('3', '4', '5')",4
32841,"('1', '3', '5')",5
32842,"('3', '4', '5')",5
32843,"('1', '2', '3', '4', '5')",1
32844,"('1', '3', '4')",1
32845,"('1', '2', '3')",1
32846,"('1', '3', '4', '5')",1
32847,"('1', '2', '5')",1
32848,"('3', '4', '5')",5
32849,"('2', '3', '4', '5')",2
32850,"('3', '5')",5
32851,"('1', '2', '3', '4', '5')",4
32852,"('3', '4', '5')",3
32853,"('1', '2', '4', '5')",1
32854,"('1', '2', '3', '4', '5')",1
32855,"('1', '2', '3', '4', '5')",3
32856,"('3', '5')",3
32857,"('1', '2', '3', '4', '5')",3
32858,"('2', '3', '4', '5')",5
32859,"('4', '5')",5
32860,"('1', '2')",2
32861,"('1', '3', '5')",1
32862,"('1', '2', '3', '5')",1
32863,"('1', '5')",1
32864,"('1', '2', '3', '4', '5')",3
32865,"('1', '3', '4')",4
32866,"('1', '3', '4', '5')",4
32867,"('1', '2', '3', '4')",1
32868,"('1', '2', '3', '4')",4
32869,"('1', '2', '3', '4', '5')",1
32870,"('1', '2', '4')",4
32871,"('2', '3', '5')",2
32872,"('1', '2', '3', '4', '5')",3
32873,"('1', '2', '3', '5')",1
32874,"('1', '2', '5')",1
32875,"('1', '2', '3', '4', '5')",3
32876,"('1', '3')",3
32877,"('2', '4')",2
32878,"('1', '3')",1
32879,"('1', '2', '4')",2
32880,"('1', '2', '3', '4', '5')",1
32881,"('3', '4')",3
32882,"('1', '2', '5')",5
32883,"('1', '2', '3', '4', '5')",2
32884,"('1', '2', '3', '4', '5')",1
32885,"('1', '2', '3', '4', '5')",2
32886,"('1', '2', '3', '4', '5')",3
32887,"('1', '2', '3', '4', '5')",2
32888,"('1', '4')",4
32889,"('3', '4', '5')",3
32890,"('1', '2', '3', '4', '5')",1
32891,"('2', '4')",2
32892,"('1', '4', '5')",4
32893,"('4', '5')",4
32894,"('1', '2', '3', '4', '5')",2
32895,"('1', '2', '3', '4', '5')",1
32896,"('1', '2', '3', '4', '5')",1
32897,"('1', '2', '3', '4', '5')",1
32898,"('1', '2', '3', '5')",1
32899,"('1', '2', '3', '4', '5')",4
32900,"('1', '2', '3', '4')",2
32901,"('2', '3', '4', '5')",4
32902,"('1', '2', '3', '4', '5')",1
32903,"('1', '3', '4', '5')",3
32904,"('1', '2', '3', '4', '5')",1
32905,"('1', '4', '5')",4
32906,"('1', '2', '3', '4', '5')",1
32907,"('1', '2', '3', '4', '5')",4
32908,"('1', '2', '3', '4', '5')",3
32909,"('1', '3')",3
32910,"('1', '2', '3', '4', '5')",3
32911,"('1', '5')",5
32912,"('2', '4')",2
32913,"('1', '3', '5')",1
32914,"('1', '3', '5')",1
32915,"('1', '2', '3', '4', '5')",2
32916,"('1', '3', '4', '5')",3
32917,"('4', '5')",4
32918,"('2', '3', '4', '5')",4
32919,"('1', '2', '4', '5')",1
32920,"('2', '5')",5
32921,"('2', '3', '4', '5')",4
32922,"('2', '3', '4', '5')",3
32923,"('1', '3', '5')",3
32924,"('1', '2', '3', '4', '5')",3
32925,"('2', '3', '4', '5')",4
32926,"('1', '2', '3', '5')",3
32927,"('1', '2', '3', '4')",1
32928,"('2', '4')",2
32929,"('1', '2', '4', '5')",1
32930,"('1', '2', '3', '4', '5')",1
32931,"('1', '2')",2
32932,"('2', '4', '5')",5
32933,"('1', '3')",3
32934,"('1', '4')",1
32935,"('2', '3', '4')",2
32936,"('1', '2', '4')",4
32937,"('1', '3', '4')",3
32938,"('1', '4', '5')",4
32939,"('3', '4')",3
32940,"('1', '2', '3', '5')",2
32941,"('2', '3', '4', '5')",3
32942,"('1', '3', '4', '5')",5
32943,"('1', '2', '3', '4', '5')",1
32944,"('1', '3', '4', '5')",4
32945,"('1', '2', '3', '4')",3
32946,"('1', '2')",1
32947,"('2', '4', '5')",2
32948,"('1', '2', '3', '4', '5')",1
32949,"('1', '2', '3', '4', '5')",1
32950,"('2', '4')",2
32951,"('1', '2', '3', '4', '5')",4
32952,"('1', '3', '5')",5
32953,"('1', '2', '3', '5')",2
32954,"('1', '2', '3', '4', '5')",2
32955,"('1', '2', '3', '4')",1
32956,"('1', '2', '3', '5')",2
32957,"('1', '2', '3', '4', '5')",5
32958,"('1', '3', '4')",1
32959,"('1', '2', '3', '4', '5')",1
32960,"('1', '2', '4', '5')",5
32961,"('2', '4')",2
32962,"('1', '2', '3', '4')",4
32963,"('1', '5')",5
32964,"('1', '2', '3', '4', '5')",1
32965,"('1', '2', '3', '4', '5')",2
32966,"('2', '3', '4', '5')",2
32967,"('1', '2', '3', '4', '5')",3
32968,"('1', '2', '5')",1
32969,"('1', '2', '4', '5')",5
32970,"('2', '4', '5')",5
32971,"('4', '5')",4
32972,"('2', '3', '4', '5')",4
32973,"('1', '2', '3', '4', '5')",1
32974,"('1', '3', '4')",4
32975,"('1', '4', '5')",5
32976,"('1', '5')",1
32977,"('1', '4')",4
32978,"('1', '2', '3')",1
32979,"('1', '2', '3', '4', '5')",3
32980,"('1', '3', '4')",1
32981,"('2', '3')",2
32982,"('1', '2', '3', '4', '5')",1
32983,"('1', '2', '3', '4', '5')",2
32984,"('2', '3')",3
32985,"('1', '2', '3', '4')",1
32986,"('1', '3', '4')",4
32987,"('1', '2', '3')",1
32988,"('1', '2', '3', '4', '5')",1
32989,"('4', '5')",5
32990,"('1', '2', '5')",5
32991,"('3', '4', '5')",3
32992,"('1', '4', '5')",5
32993,"('1', '2', '3', '4', '5')",1
32994,"('1', '2', '3', '4', '5')",1
32995,"('1', '2', '3', '4', '5')",3
32996,"('1', '2', '3', '5')",1
32997,"('2', '5')",2
32998,"('3', '5')",5
32999,"('4', '5')",4
33000,"('2', '5')",5
33001,"('1', '3', '4')",3
33002,"('1', '3', '5')",1
33003,"('1', '3')",3
33004,"('2', '4')",2
33005,"('1', '4', '5')",4
33006,"('1', '2', '3', '4', '5')",4
33007,"('1', '2', '5')",1
33008,"('2', '3', '4', '5')",2
33009,"('1', '2', '3', '4', '5')",2
33010,"('1', '2', '3', '4', '5')",2
33011,"('1', '2', '3', '4', '5')",1
33012,"('1', '2', '3')",1
33013,"('1', '2', '3', '4', '5')",1
33014,"('2', '3', '4')",4
33015,"('3', '5')",5
33016,"('1', '2', '3', '4', '5')",2
33017,"('1', '2', '3', '4', '5')",3
33018,"('2', '3', '4', '5')",4
33019,"('1', '2', '4', '5')",1
33020,"('1', '2')",2
33021,"('1', '2', '3', '4', '5')",2
33022,"('2', '4', '5')",4
33023,"('1', '2', '4', '5')",1
33024,"('1', '2', '4', '5')",2
33025,"('1', '2', '4')",1
33026,"('2', '3', '4')",3
33027,"('1', '3')",3
33028,"('1', '2', '3', '4', '5')",3
33029,"('1', '2', '3', '4', '5')",1
33030,"('3', '4', '5')",3
33031,"('1', '2', '3', '5')",2
33032,"('1', '3', '4', '5')",1
33033,"('3', '5')",3
33034,"('1', '2', '3', '4', '5')",5
33035,"('1', '2', '5')",1
33036,"('3', '4')",4
33037,"('1', '4', '5')",4
33038,"('1', '2', '3', '4', '5')",1
33039,"('1', '2', '3', '4', '5')",3
33040,"('1', '2', '3', '4')",1
33041,"('2', '4')",2
33042,"('1', '2', '3', '4', '5')",1
33043,"('3', '4')",3
33044,"('3', '4', '5')",4
33045,"('1', '2', '4')",1
33046,"('2', '4')",4
33047,"('1', '2', '3', '4', '5')",3
33048,"('3', '5')",3
33049,"('2', '3')",2
33050,"('1', '3')",3
33051,"('2', '3', '4', '5')",2
33052,"('1', '3', '4', '5')",4
33053,"('1', '3', '4', '5')",3
33054,"('2', '3')",3
33055,"('1', '2', '3', '4')",3
33056,"('1', '2', '3', '4', '5')",1
33057,"('3', '4')",4
33058,"('4', '5')",5
33059,"('1', '2', '3', '4', '5')",2
33060,"('1', '3')",3
33061,"('4', '5')",5
33062,"('3', '4', '5')",3
33063,"('1', '2', '3', '4', '5')",3
33064,"('1', '2', '5')",1
33065,"('1', '2', '3', '4', '5')",4
33066,"('1', '2', '3', '4', '5')",4
33067,"('1', '3')",3
33068,"('1', '2', '3', '4')",1
33069,"('1', '3', '4')",4
33070,"('1', '2', '4', '5')",5
33071,"('1', '2', '3')",3
33072,"('2', '4', '5')",4
33073,"('3', '5')",5
33074,"('1', '2', '4')",1
33075,"('1', '2', '3', '5')",3
33076,"('1', '3', '4', '5')",3
33077,"('1', '3', '4')",1
33078,"('1', '2', '3', '4', '5')",4
33079,"('3', '4', '5')",3
33080,"('2', '4')",2
33081,"('1', '2', '3', '5')",2
33082,"('1', '3', '4', '5')",1
33083,"('1', '2', '3', '4', '5')",4
33084,"('1', '2', '3', '4', '5')",1
33085,"('2', '3', '5')",2
33086,"('3', '5')",3
33087,"('3', '4')",3
33088,"('1', '3', '4', '5')",1
33089,"('1', '2', '3')",1
33090,"('3', '4')",4
33091,"('2', '3', '4', '5')",3
33092,"('1', '2', '3', '4', '5')",1
33093,"('1', '2', '4', '5')",4
33094,"('2', '3', '4', '5')",2
33095,"('1', '4', '5')",5
33096,"('1', '3', '5')",1
33097,"('1', '2', '5')",5
33098,"('1', '3', '5')",5
33099,"('1', '2', '3', '4', '5')",4
33100,"('3', '5')",3
33101,"('1', '2')",1
33102,"('1', '2', '3', '4', '5')",4
33103,"('1', '2', '3', '4', '5')",4
33104,"('1', '2', '3', '4', '5')",1
33105,"('1', '4', '5')",5
33106,"('1', '4', '5')",5
33107,"('1', '4', '5')",4
33108,"('2', '3')",3
33109,"('1', '2', '3', '4', '5')",2
33110,"('3', '4')",4
33111,"('1', '3', '4', '5')",1
33112,"('1', '2', '5')",2
33113,"('1', '2', '3', '4')",2
33114,"('1', '4')",1
33115,"('1', '2', '3', '4')",1
33116,"('1', '2', '3', '4', '5')",2
33117,"('1', '3', '4', '5')",3
33118,"('2', '3', '5')",5
33119,"('1', '2', '3')",2
33120,"('1', '2', '3', '4', '5')",2
